,constituency,name,cases,assets,liabilities,education,self_profession,spouse_profession,self_profession_category,spouse_profession_category,district,gender,age,party,const_category,total_electors,total_const_votes,votes,candidate_voteshare_percent,uuid,Year,education_category
2323,Chamaraja,Shabbir Mohamed Mustafa,0.0,13218265.0,551000.0,"M.A (English) mysore university M lit, central institute of english foreign languages , hyberabad 1978","retired principal ,govt first grade college , srirangapattana",House wife,"Sports / Athletics, Education / Academia",Not Given,Mysore,M,66,SDPI,GEN,198462,109938,4601,4.19,EeRxnkpA,2013,Postgraduate
2324,Davanagere South,Shafeeq Pandith,1.0,441000.0,,"PUC, Millath Jouniar Collage Davangere,1992-93",Social Service,House wife,Social Work / Activism,Not Given,Davangere,M,38,BSRC,GEN,182370,120410,257,0.21,A9vNaAJT,2013,Higher Secondary Education
2325,Chintamani,Shafiulla D.S,0.0,938000.0,,Unknown,Business,House wife,Business / Entrepreneurship,Not Given,Chikkaballapur,M,55,IND,GEN,186465,158113,629,0.4,5WTMu5Pn,2013,Unknown
2326,Chamrajpet,Shahtaj Khanam,0.0,16847500.0,4550000.0,P.U.C Vasavi Vidyaniketan,Business,Not Given,Business / Entrepreneurship,Cound't Classify,B.B.M.P(Central),F,41,KJP,GEN,183009,107679,638,0.59,cjvULib9,2013,Higher Secondary Education
2327,Shivajinagar,Shaik Bahadur,0.0,4009129.0,1350000.0,Matriculaion,"Running Railway Canteen, out let at Railway Station",HOUSE WIFE,Hospitality / Tourism,Not Given,B.B.M.P(Central),M,57,BSP,GEN,167309,90895,581,0.64,Jzm9FZ8A,2013,Secondary Education
2328,Vijay Nagar,Shaik Sardar,0.0,375000.0,,7 th standard Government urdu school kolar 1966-67,Bussiness,house wife,Business / Entrepreneurship,Not Given,B.B.M.P(South),M,58,IND,GEN,235950,133197,169,0.13,WMJqmXEY,2013,Primary Education
2329,Bidar,Shaikh Haji,0.0,530000.0,,"B.Sc,BVB College,Bidar",Social Service,Not Given,Social Work / Activism,Cound't Classify,Bidar,M,49,IND,GEN,190262,112971,228,0.2,mw2bhfHa,2013,Graduate
2330,Gurmitkal,Shalini Louis Kori,0.0,30000.0,,"2nd PUC,govt PU college,sahapura,1995-96",house wife,private job,Not Given,Cound't Classify,Yadgir,F,37,IND,GEN,203045,129030,824,0.64,XLdp67En,2013,Higher Secondary Education
2331,Kudachi,Shama Ghatage,0.0,151496046.0,2540000.0,8th Standard Schooling,Business Agriculture,Housewife,"Business / Entrepreneurship, Agriculture / Farming",Education / Academia,Belgaum,M,50,INC,SC,147941,115375,24823,21.52,o3d6KnWh,2013,Primary Education
2332,Puttur,Shakunthala T. Shetty,0.0,12712877.0,3000000.0,"10th Pass From Satyanarayana School, Perla, Kasaragod In 1965",Former,no,Not Given,Cound't Classify,Dakshina Kannada,F,66,INC,GEN,179600,142808,66345,46.46,5iPMiD9C,2013,Secondary Education
2333,Aurad,Shamanna Bavgi,0.0,1400000.0,300000.0,"7 TH STANDARD , GOVT HIGH SCHOOL ,OURADA",social work,house wife,Social Work / Activism,Not Given,Bidar,M,51,IND,SC,189099,129101,814,0.63,Z2zVunTG,2013,Primary Education
2334,Navalgund,Shambulinga C Siddramashettar,0.0,8155381.0,1030084.0,BE MACHANICAL B V B ENGINEER COLLAGE HUBLI,PETROL BUNK,HOME MAKER,Transportation / Logistics,Not Given,Dharwad,M,42,BSRC,GEN,182898,137347,1109,0.81,fx2RvkMt,2013,Graduate
2335,Yellapur,Shakuntala Prabhakar Harikantra,0.0,256500.0,,"6th standard (1994-95) Govt. Senoir Sec. school, Yellapur",business,Not Given,Business / Entrepreneurship,Cound't Classify,Uttara Kannada,F,29,BSP,GEN,151753,120745,582,0.48,CHxsma36,2013,Primary Education
2336,Nargund,Shakuntala Yamanappa Kondabingi,0.0,490000.0,,sri kalmeshwara high school in holealur,social worker,Retired government employee,Social Work / Activism,Not Given,Gadag,F,38,IND,GEN,171702,128630,502,0.39,AJtWBqdJ,2013,Unknown
2337,Gulbarga Uttar,Shamala,0.0,3905000.0,750000.0,Illiterate Person,Housewife,"Deputy registrar, Gulbarga University",Education / Academia,Law / Judiciary,Gulbarga,F,40,IND,GEN,208698,104839,420,0.4,4Ju2QazV,2013,Illiterate
2338,Davanagere South,Shamanur Shivashankarappa,4.0,678978344.0,184206483.0,"Intermediate from D.R.M Science College, Davangere in 1951","Chairman, Davangere Sugar Co. Ltd., Chairman, Indian Cane Power Ltd.",Not Given,Business / Entrepreneurship,Cound't Classify,Davangere,M,81,INC,GEN,182370,120410,66320,55.08,n9JLEag8,2013,Higher Secondary Education
2339,Dasarahalli,Shankar B L,0.0,238980938.0,1890504.0,"B.Sc-1973, JSS Sciances College, Dharwad, LLB-1976-University Law College, Bangalore, MA-2001, Bangalore University, Doctor of Philoshy-2008-Bangalore University","Lawyer, Coffee Planter, Agriclurist",House Wife,"Law / Judiciary, Agriculture / Farming",Cound't Classify,Bangalore Urban,M,61,INC,GEN,344606,191258,46734,24.44,aHgyxtfE,2013,Doctorate
2340,Hubli-Dharwad Central,Shams Tabrez Samsi,0.0,364883626.0,17172398.0,SSLC Rahim Khan Unity High School Karwar (U.K) from 1978,Entrepreneur,Pvt Service,Business / Entrepreneurship,Cound't Classify,Dharwad,M,51,JD(S),GEN,212179,117311,7898,6.73,4NbHuYCo,2013,Secondary Education
2341,Shivajinagar,Shanawaz Ahmed,0.0,610000.0,,"S.s.l.c, Quatul Islam at Bangalore",social worker and Business,house wife,"Social Work / Activism, Business / Entrepreneurship",Not Given,B.B.M.P(Central),M,42,IND,GEN,167309,90895,517,0.57,mMJMpA5y,2013,Higher Secondary Education
2342,Devadurga,Shanth Gowda,0.0,7353634.0,,"PUC, GSS College,Dharwad, 1991",Agriculture,House Wife,Agriculture / Farming,Cound't Classify,Raichur,M,42,KJP,ST,182856,127422,2747,2.16,Lwmi9RsG,2013,Higher Secondary Education
2343,Bailhongal,Shankar B. Madalagi,0.0,9341007.0,356000.0,"BA (II) in 1989, Anjuman College, Dharwad","Agriculture, LIC Agency",House wife,"Agriculture / Farming, Banking / Finance",Not Given,Belgaum,M,46,JD(S),GEN,163270,126797,9475,7.47,mWC3R4uZ,2013,Graduate
2344,Bidar South,Shankar Maruti Firange,0.0,500000.0,,"BA , LLB, ADVOCATE HBD",Lawyer,No,Law / Judiciary,Cound't Classify,Bidar,M,57,RPI,GEN,181107,124857,488,0.39,JySVsj6p,2013,Graduate
2345,Haveri,Shankara Allipura,0.0,2460000.0,,MA(LLB)KARNATAKA UNIVERSITY DHARWAD 1991,contractor and social worker,H.H.WORK,Social Work / Activism,Not Given,Haveri,M,45,JD(U),SC,198638,150469,989,0.66,R6HyQquA,2013,Postgraduate
2346,Shahapur,Shankaranna.G.Wanikyal,0.0,23795000.0,661500.0,psychologist karnataka university in darwad,SOCIAL SERVICE,HOUSE WIFE,Social Work / Activism,Not Given,Yadgir,M,60,BSRC,GEN,188066,127118,1796,1.41,bNJoFfjG,2013,Unknown
2347,Kudachi,Shantaram Sannakki,0.0,19165000.0,2650000.0,"SSLC in RVR College (High Division), Raibag",Social Works and Agriculture,Social Works and Household work,"Social Work / Activism, Agriculture / Farming",Social Work / Activism,Belgaum,M,55,JD(S),SC,147941,115375,1050,0.91,Rt9pvDQG,2013,Higher Secondary Education
2348,Aland,Shankarao.R.Patil,0.0,442000.0,,Unknown,Agriculture,House wife,Agriculture / Farming,Not Given,Gulbarga,M,70,IND,GEN,192986,132385,2239,1.69,VRt2TduG,2013,Unknown
2349,Sedam,Shankar Bandi,0.0,362000.0,200000.0,B.A. (L.L.B. M.B.A IN H.R SHET SHANKAR LAVOTE LAW COLLEGE GULBARGA IN 2006) MAGNASA SCHOOL BUSINESS BANGALORE IN 2009,LAWYER SOCIAL WORKER,HOUSE WIFE,"Law / Judiciary, Social Work / Activism",Not Given,Gulbarga,M,32,JD(U),GEN,185201,135976,420,0.31,5dGVt4AG,2013,Postgraduate
2350,Koratagere,Shanthakumar. V.,0.0,30000.0,11000.0,1995-96 GOVT HIGH SCHOOL KORATEGARE,farmer,house wife,Agriculture / Farming,Not Given,Tumkur,M,36,IND,SC,181914,152242,454,0.3,CCRss43X,2013,Secondary Education
2351,Byatarayanapura,Shantha Kumari,0.0,11023600.0,4680000.0,M.A. (phd) from Mysore University,"Writer,Free Law Journalist",Govt. Servant,"Media / Journalism, Law / Judiciary",Politics / Public Service,Bangalore Urban,F,49,MPHP,GEN,330387,208322,275,0.13,XG3uhdra,2013,Doctorate
2352,Muddebihal,Shanthgouda Sanganagouda Patil (Nadahalli),0.0,18607000.0,348485.0,"Bcom,csi college,darvad,2007",agriculture,house wife,Agriculture / Farming,Not Given,Bijapur,M,32,IND,GEN,174207,114726,18859,16.44,HydenNvR,2013,Graduate
2353,Basavanagudi,Shanthala Damle,0.0,151489500.0,,"MBA (Pamplin School of Business, Virginia Tech, USA. Course was completed in 2005",Political Activist,Manager,"Politics / Public Service, Social Work / Activism",Business / Entrepreneurship,B.B.M.P(South),F,40,LSP,GEN,198604,103647,9071,8.75,BmQNjfKw,2013,Postgraduate
2354,Shimoga Rural,Sharada Pooryanaik,0.0,16538455.0,2418941.0,"PUC, 1987",Petrol Pump Owner Mining Crusher,Not Given,"Business / Entrepreneurship, Construction / Real Estate",Cound't Classify,Shimoga,F,42,JD(S),SC,186016,143288,48639,33.94,4VMtvAaF,2013,Higher Secondary Education
2355,Bidar South,Sharafoddin,0.0,7370000.0,76000.0,"BVB COLLEGE,bidar,1972",Not Given,Not Given,Cound't Classify,Cound't Classify,Bidar,M,58,IND,GEN,181107,124857,712,0.57,BpD4xpVd,2013,Graduate
2356,Rajaji Nagar,Sharana Goud B,0.0,5000.0,,"M. tech, telecom-2011",meditation teacher,Not Given,Construction / Real Estate,Cound't Classify,B.B.M.P(Central),M,28,PPOI,GEN,176249,107802,105,0.1,cHeskBtz,2013,Postgraduate
2357,Maski,Shankarakumara Medara,0.0,2046000.0,,"PU College,Sigandur",Bamboo Business,Housewife,Business / Entrepreneurship,Education / Academia,Raichur,M,48,BJP,ST,164884,105728,4264,4.03,n7CGkK79,2013,Higher Secondary Education
2358,Kumta,Sharada Mohan Shetty,0.0,55810894.0,32063604.0,PUC FROM SIRSI,Businessman,Not Given,Business / Entrepreneurship,Cound't Classify,Uttara Kannada,F,51,INC,GEN,167620,124257,36756,29.58,9QqV3nfP,2013,Higher Secondary Education
2359,Devar Hippargi,Shashidhar Basanna,0.0,225000.0,,"sslc , Govt. high school ,rajankolu",gold smith,house wife,Arts / Entertainment,Not Given,Bijapur,M,35,IND,GEN,178141,115245,968,0.84,k3Lyc9Dp,2013,Secondary Education
2360,Sagar,Sharavathi C.Rao,0.0,13200000.0,106981.0,D PHARMA FROM SHIVMOGA,Not Given,Not Given,Cound't Classify,Cound't Classify,Shimoga,F,52,BJP,GEN,179790,137407,5355,3.9,hZCMGAqJ,2013,Diploma Holder
2361,Nippani,Shashikala Annasaheb Jolle,0.0,248027072.0,89836187.0,SSLC From SDT High School Ghataprabha in the year 1985,Business and Agriculture,Business and Agriculture,"Business / Entrepreneurship, Agriculture / Farming","Business / Entrepreneurship, Agriculture / Farming",Belgaum,F,43,BJP,GEN,189696,152690,81860,53.61,gSbfYXhp,2013,Higher Secondary Education
2362,Shahapur,Sharanabasappa Darshnapur,0.0,18518588.0,17770000.0,"B.e., degree HKE society gulbarga",agriculturilist,house wife,Agriculture / Farming,Not Given,Yadgir,M,53,INC,GEN,188066,127118,49128,38.65,hEMLYB4J,2013,Graduate
2363,Gulbarga Dakshin,Shashikanth R.Dikshith,0.0,82000.0,,S.S.L.C Fail,Not Given,NOT GIVEN,Cound't Classify,Cound't Classify,Gulbarga,M,51,IND,GEN,211956,117303,296,0.25,cN7qMaUs,2013,Secondary Education
2364,Babaleshwar,Shasappa Bhimaraya Hanchanala,0.0,2393230.0,139000.0,"MA,karnataka university, dharvad,1993",agriculter,"agriculter,house wife",Agriculture / Farming,"Agriculture / Farming, Not Given",Bijapur,M,48,IND,GEN,184083,134348,2215,1.65,dv4YevRU,2013,Postgraduate
2365,Shahapur,Sharanappa Saladapur,1.0,6925000.0,3400000.0,"BCom in 1980 from Sharanabasaveshwara College, Gulbarga",Agriculture,Housewife,Agriculture / Farming,Education / Academia,Yadgir,M,55,JD(S),GEN,188066,127118,12159,9.57,L9VawrLz,2013,Graduate
2366,Afzalpur,Sharanabasappa S.Kalshetty,0.0,600000.0,150000.0,S.B. High School Gulbarga 1980,agriculture,household,Agriculture / Farming,Unknown,Gulbarga,M,48,IND,GEN,190336,128606,780,0.61,6aHfMav6,2013,Secondary Education
2367,Jayanagar,Shashikala,0.0,650950.0,,SSLC Government PU college Horahalli Kankapur thluk -1997-98,BUSINESS,Government Employee,Business / Entrepreneurship,Politics / Public Service,B.B.M.P(South),F,39,BSP,GEN,170907,95565,434,0.45,6BBXaxPf,2013,Higher Secondary Education
2368,Ron,Sharnappa Basappa Menashinakai,0.0,32998759.0,4094755.0,SRI S.M.BHOOMA READY HIGH SCHOOLGAJENDRAGADA IN THE YEAR 1991,OWN BUSINESS,Business,Business / Entrepreneurship,Business / Entrepreneurship,Gadag,M,38,KJP,GEN,195737,145905,1372,0.94,j5oucGGF,2013,Secondary Education
2369,Sira,Shashi Kumar.R,0.0,4677000.0,1527870.0,"PUC passed from S.R.P. College, Sira During the year 2003-04",Agriculture,Not Given,Agriculture / Farming,Cound't Classify,Tumkur,M,27,IND,GEN,201521,159445,1642,1.03,emyGR8p3,2013,Higher Secondary Education
2370,Sirsi,Shashibhushan Hegde,0.0,8426796.0,1985000.0,"B.Sc(agri),LLB,MBA, Indiragandhi National open univercity, New delhi, jun 2000",Agriculture,House Wife,Agriculture / Farming,Cound't Classify,Uttara Kannada,M,38,JD(S),GEN,174259,131191,39761,30.31,AWbwEDcf,2013,Postgraduate
2371,Shirahatti,Shekappa Bojappa Lamani,0.0,240000.0,,7th pass,SHEKETHI,labour,Unknown,Cound't Classify,Gadag,M,48,IND,SC,182763,131227,710,0.54,JiHf3hqe,2013,Primary Education
2372,Lingsugur,Shekharappa Shivangi,0.0,4535000.0,170000.0,"Lakshmi Venkateshwara desai college,raichur",Govt. Employee,House wife,Unknown,Not Given,Raichur,M,65,JD(U),SC,197870,129580,969,0.75,nJKiQCoe,2013,Unknown
2373,Gulbarga Uttar,Shaukat Ali,0.0,3730000.0,,"SSLC from National High School, Gulbarga in 1985",Social worker,House wife,Social Work / Activism,Not Given,Gulbarga,M,44,SP,GEN,208698,104839,167,0.16,MjQGYxo7,2013,Higher Secondary Education
2374,Kudachi,Shekhar Shripati Kamble,0.0,1736000.0,36800.0,"ITC College, SVS College Harugeri",social work and advocate,Not Given,Social Work / Activism,Cound't Classify,Belgaum,M,44,IND,SC,147941,115375,598,0.52,ddBB6Bdv,2013,Unknown
2375,Gulbarga Dakshin,Shashil G Namoshi,0.0,38182479.0,1513926.0,"Engineering graduate From Poojya Doddappa Appa Engineering College Gulbarga, passed in the year 1978",Bussiness,Bussiness,Business / Entrepreneurship,Business / Entrepreneurship,Gulbarga,M,57,JD(S),GEN,211956,117303,26880,22.92,44znhAWX,2013,Graduate
2376,Indi,Shashikumar Somashekhar Malabagi,0.0,1238100.0,750000.0,"BSc,Jagadamba first grade Arts and Science college,Hitnahalli,2011-12",Socal Service and Shethki,House wife,"Social Work / Activism, Consulting / Advisory",Not Given,Bijapur,M,25,IND,GEN,200749,138775,651,0.47,Fs9F8mhb,2013,Graduate
2377,Maski,Shekharappa Talwar,0.0,1088772.0,,I T I in SHRI VIJAYA MAHANTESHWARA KAIGARIKA TARABETHI KENDRA,PRIVATE JOB,HOME MAKER,Not Given,Not Given,Raichur,M,42,BSRC,ST,164884,105728,18197,17.21,JdceiovG,2013,Vocational Training
2378,Puttur,Shekhar Madavu,0.0,2199900.0,57900.0,"SSLC ,2010-2013",Agriculture,Not married,Agriculture / Farming,Cound't Classify,Dakshina Kannada,M,34,IND,GEN,179600,142808,1834,1.28,nit39FFg,2013,Higher Secondary Education
2379,Hubli-Dharwad Central,Shiddalingappa Rawappa Kampli,0.0,600000.0,,7th std kannada boys school herekerur,retired employee,Not Given,Cound't Classify,Cound't Classify,Dharwad,M,72,IND,GEN,212179,117311,375,0.32,gxHh96cA,2013,Primary Education
2380,Belgaum Rural,Shivaji Kedari Suntakar,0.0,5028500.0,2557807.0,"B.Sc, G.S.S. College, Belgaum Karnataka University Dharwad from 1980-81",Agriculture cum Business,Pensioner,"Business / Entrepreneurship, Agriculture / Farming",Not Given,Belgaum,M,53,IND,GEN,205568,152059,15759,10.36,RyDLYPTP,2013,Graduate
2381,Byadgi,Shivakumar Mahadevappa Talawar,0.0,862000.0,,"MSW couse,karnataka university dharwad 2007",private job,Not Given,Cound't Classify,Cound't Classify,Haveri,M,29,IND,GEN,180548,149831,560,0.37,WeiZYHsq,2013,Postgraduate
2382,Hangal,Shiddappa Kallappa Pujar,0.0,25500.0,,Sri Veerabadreswara High School Andalagi in 2006,Labour,No,Cound't Classify,Cound't Classify,Haveri,M,33,IND,GEN,173934,144395,2834,1.96,KPUyPvSt,2013,Secondary Education
2383,Varuna,Shivamahadeva,0.0,1750000.0,,Bcom,job,house wife,Cound't Classify,Not Given,Mysore,M,38,BSP,GEN,194915,160641,2419,1.51,gUHmMEBc,2013,Graduate
2384,Ramanagaram,Shivamadu,0.0,1600000.0,,Unknown,AGRICULTURE AND BUSINESS,HOME MAKER,"Agriculture / Farming, Business / Entrepreneurship",Not Given,Ramanagaram,M,50,BJP,GEN,184788,148705,1776,1.19,7jF8JNDy,2013,Unknown
2385,Gurmitkal,Shivalingappa Kinnura,0.0,8230000.0,1800000.0,"diplomo in civil engineering,govt polytecchnic gulbarga,1964",retaired govt employee,Not Given,Unknown,Cound't Classify,Yadgir,M,71,BSP,GEN,203045,129030,1211,0.94,aG927TaV,2013,Diploma Holder
2386,Turuvekere,Shivakumar,0.0,2095000.0,,"SSLC,govt high school,T dasarahalli,1994",real estate business,house wife,"Construction / Real Estate, Business / Entrepreneurship",Not Given,Tumkur,M,43,IND,GEN,176017,140074,1121,0.8,ZkovXxQx,2013,Higher Secondary Education
2387,Arkalgud,Shivakumar G A,0.0,175000.0,300000.0,"BA,LLB,JSS college mysore,2011-12",Lawyer,Not Given,Law / Judiciary,Cound't Classify,Hassan,M,28,SAJP,GEN,197950,170262,842,0.49,JxjFWCqz,2013,Graduate
2388,Koppal,Shivakumar Vaderahalli,0.0,1704500.0,736291.0,"BA,BP Ed, KOTTURESHWARA COLLEGE,KOTTURU, KUDLIGI TALUK,BELLARY, GU;LBARGA UNIVERSITY, BP Ed FROM TUNGA BHADRA PHYSICAL EDUCATION INSTITUTION, KUDLIGI, BELLARY",farmer,house wife,Agriculture / Farming,Not Given,Koppal,M,34,NCP,GEN,205255,151417,1333,0.88,jnGctGRM,2013,Graduate
2389,Bhatkal,Shivanand N. Naik,0.0,11929765.0,1639758.0,ARTS,FARMER SOCIAL WORKER,FARMER,"Agriculture / Farming, Social Work / Activism",Agriculture / Farming,Uttara Kannada,M,52,KJP,GEN,189664,134517,26657,19.82,MDmk2Txo,2013,Unknown
2390,Gubbi,Shivanna Maranahally,0.0,143000.0,24000.0,Unknown,farmer,govt job(nurse),Agriculture / Farming,"Medicine / Healthcare, Law Enforcement / Security",Tumkur,M,53,BSP,GEN,167885,139659,583,0.42,M9n6MXXR,2013,Unknown
2391,Basavana Bagevadi,Shivanand S Patil,2.0,87033766.0,18267038.0,"DIPLOMO IN PHARAMACY FROM KLE'S J N MEDICAL COLLEGE BELGAUM,YEAR-1981",Medical Business and Agriculture,Private Job Agriculture,"Medicine / Healthcare, Business / Entrepreneurship",Agriculture / Farming,Bijapur,M,53,INC,GEN,175846,126819,56329,44.42,QzdSFdpM,2013,Diploma Holder
2392,Nanjangud,Shivananda.K.C.,0.0,5410000.0,1850000.0,"Diplomo Engineering, Kushalanagar polytechnic,1992 passed out year",owner of indian engineering works,house wife,Consulting / Advisory,Not Given,Mysore,M,41,JD(U),SC,185095,141009,540,0.38,CV5rYrNr,2013,Diploma Holder
2393,Haliyal,Shivanand. B. Gaggari,5.0,1690000.0,,bangura nagar junior college in dandeli,social worker,house wife,Social Work / Activism,Not Given,Uttara Kannada,M,45,IND,GEN,157649,120150,1547,1.29,XnXmr2QZ,2013,Higher Secondary Education
2394,Anekal,Shivanna.B,0.0,70695000.0,936000.0,"M.Sc-Bangalore University, 1992,LLB-Islamia Law College, Bangalore-1995",Social Service,House Wife and Social Service,Social Work / Activism,Social Work / Activism,Bangalore Urban,M,46,INC,SC,270767,186461,105464,56.56,EghdV8sk,2013,Postgraduate
2395,Athani,Shikhandar Hajisab Mulla,0.0,3616737.0,,"7TH, UGARA B.K ATHANI in 1973",Ayurvedic (Hakim) AND SOCIAL WORKER,HOUSE WIFE,"Social Work / Activism, Medicine / Healthcare",Not Given,Belgaum,M,62,BSRC,GEN,186167,146290,750,0.51,6gTQxY4y,2013,Primary Education
2396,Tumkur City,Shivanna S,1.0,47740978.0,44961929.0,CPED,FORMER JOURNLIST,HOUSE WIFE,Media / Journalism,Not Given,Tumkur,M,66,BJP,GEN,210384,138317,13159,9.51,5eVSnQiA,2013,Technical/Professional Course
2397,Navalgund,Shivanand Basappa Karigar (Mudnur),0.0,2825935.0,1824902.0,"7th std, government Kannada medium boys school ,1989 ,Bhyahatti",agriculture and cow farming,house wife,Agriculture / Farming,Not Given,Dharwad,M,36,IND,GEN,182898,137347,8901,6.48,J864MUs8,2013,Primary Education
2398,Kanakapura,Shivarenuka,0.0,5500000.0,,diplomo,farmer,Not Given,Agriculture / Farming,Cound't Classify,Ramanagaram,M,38,IND,GEN,210997,176151,699,0.4,b9Sg9CmE,2013,Unknown
2399,Devanahalli,Shivappa.M,0.0,3868000.0,,B.A. (LLB),social worker,Not Given,Social Work / Activism,Cound't Classify,Bangalore Rural,M,34,IND,SC,185376,153547,419,0.27,FgVDh43S,2013,Graduate
2400,Malleshwaram,Shivaram B K,1.0,39256535.0,3707062.0,"Bachelor of Science - Sri Jagadguru Renukacharya College, Bangalore University",Retired Police officer,Assst. Manager In Miranda Mohan Kumar And Co- Charered Accountants Bangalore-560001,Law Enforcement / Security,Consulting / Advisory,B.B.M.P(North),M,60,INC,GEN,173755,108299,36543,33.74,hncUdt6G,2013,Graduate
2401,Sandur,Shivarama Bhimappa,0.0,706000.0,,"Bcom,MPEd",Journalist,House wife,Media / Journalism,Not Given,Bellary,M,38,IND,ST,171854,128384,1911,1.49,66c4ws5m,2013,Postgraduate
2402,Shorapur,Shivaraj Malleshi,0.0,4378000.0,,Govt School in Bhalki,Agriculture,Not Given,Agriculture / Farming,Cound't Classify,Yadgir,M,57,KJP,ST,220310,146207,8239,5.64,d9hG6zq6,2013,Unknown
2403,Kushtagi,Shivaputrappa Gumgeri,0.0,2290000.0,1300000.0,"7th std,govt primary school,kandakuru,1989-90",agriculture,house wife,Agriculture / Farming,Not Given,Koppal,M,46,BSP,GEN,193774,138246,833,0.6,n3nBZDxR,2013,Primary Education
2404,Tumkur City,Shivaramaiah,0.0,14351000.0,,"2nd PUC Passed, Koratagere, Tumkur(D)",Social Service and Real estate,House wife,"Social Work / Activism, Construction / Real Estate",Not Given,Tumkur,M,46,BSRC,GEN,210384,138317,278,0.2,nRfDzLwW,2013,Higher Secondary Education
2405,Channapatna,Shivarudraiah,0.0,175000.0,,"SSLC,1969,akkuru hosahalli high school,",self retired police employee and social worker,house wife,"Social Work / Activism, Law Enforcement / Security",Not Given,Ramanagaram,M,58,BDBRAJP,GEN,198764,168511,624,0.37,hMyWHAaR,2013,Higher Secondary Education
2406,Byadgi,Shivaraj Sajjanar,2.0,40595000.0,5765660.0,"BSC,DPHARMA, 1982 from KLE Pharmacy College, Belgaum",SHETKARI,HOUSEWIFE,Agriculture / Farming,Not Given,Haveri,M,54,KJP,GEN,180548,149831,44348,29.6,nzAmXoWf,2013,Graduate
