,constituency,name,cases,assets,liabilities,education,district,self_profession,spouse_profession,self_profession_category,spouse_profession_category,age,gender,party,votes,percent_votes,constituency_category,uuid,Year,education_category
2373,Yeshvanthapura,T.N.Javarayi Gowda,3.0,2785372748.0,1051198252.0,Completed SSLC.,Bangalore Urban,Business,HOUSE WIFE,Business / Entrepreneurship,Not Given,59.0,M,JD(S),104562,36.406747793388,GEN,dauL8c4B,2018,Higher Secondary Education
2374,Chintamani,T.S Sudhakarareddy,0.0,935000.0,,"BA Govt Frist Grade College Chitamani,Chikkaballapur Dist-1993",Chikkaballapur,Agriculturist,House Wife,Agriculture / Farming,Cound't Classify,47.0,M,IND,126,0.0697064583586895,GEN,5PX3TMLd,2018,Graduate
2375,Chamrajpet,Tabarak Shariff,0.0,383069.0,,"7th Std. Government Primary Urdu School, Old Gurdalli Bangalore - 560026",B.B.M.P(Central),"Business , N.W.and Sons Forfeitures",Nill,Business / Entrepreneurship,Cound't Classify,34.0,M,IND,304,0.2528928782370704,GEN,HrBzMrKG,2018,Primary Education
2376,Basavanagudi,T.S.Madhuranath,0.0,71905000.0,58500000.0,B com. Year 1987 Banumaiah College Mysore CA Articles From CA Institute In 1991,B.B.M.P(South),Business,Salaried,Business / Entrepreneurship,Cound't Classify,50.0,M,IND,149,0.1145774859085071,GEN,BNUdN6TP,2018,Technical/Professional Course
2377,Nagthan,T. K. Dasar,0.0,1930000.0,,MA (POLITICAL SCIENCE) IN JNANABHARATHI BANGALORE UNIVERSITY IN 1999,Bijapur,SOCIAL WORKER,SENIOR HELPER,Social Work / Activism,Social Work / Activism,49.0,M,IND,418,0.2380301580793585,SC,MnUTXnbJ,2018,Postgraduate
2378,Bagepalli,Tahseen Taj,0.0,220000.0,,SSLC Failed,Chikkaballapur,House Wife,Real Estate,Cound't Classify,Construction / Real Estate,34.0,F,SP,851,0.5172371875911699,GEN,Rci9adJv,2018,Illiterate
2379,Vijayanagara,T.S.Sheela,0.0,1033000.0,165000.0,"PUC 1st Year from Vijayanagara College , Hospet, Year 1979",Bellary,House wife,Not Given,Not Given,Cound't Classify,56.0,F,IND,638,0.3840365978450611,GEN,RALBLmns,2018,Higher Secondary Education
2380,Kittur,Tangevva Adiveppa Iragar,0.0,143018.0,30000.0,Unknown,Belgaum,SOCIAL WORKER AND PRESIDENT OF MAHILA SANGHA,Not Given,Social Work / Activism,Cound't Classify,48.0,F,AIMEP,686,0.4619155354449472,GEN,GbyHyH2P,2018,Unknown
2381,Narasimharaja,Tanveer Sait,0.0,100413484.0,8334235.0,"Bachelor of Business Management From Vidya Vardhaka College of Commerce Management, University of Mysore In 1992",Mysore,Business,Business,Business / Entrepreneurship,Business / Entrepreneurship,51.0,M,INC,62268,38.46434197115236,GEN,KTK9Fskt,2018,Graduate
2382,Raichur,Tanaji,0.0,68000.0,,"Completed 1st and 2nd Class in Munnurvadi Village, Raichur Di, in 1987.",Raichur,Social Service And Sub Contractor,Housewife,Social Work / Activism,Education / Academia,42.0,M,IND,103,0.0831369257094889,GEN,PVrKXbQj,2018,Primary Education
2383,Kolar,Tanveer Ahmed,0.0,10240000.0,,"B.E IN MECHINACAL,IIT,BANGLORE COMPLETED IN THE YEAR 1995-96 BANGLORE UNIVERSITY",Kolar,AGRILCULTURE,HOUSE WIFE,Agriculture / Farming,Not Given,45.0,M,AIMEP,311,0.1736440687429509,GEN,GD3pApPi,2018,Graduate
2384,Tumkur Rural,Tajuddin Shariff,0.0,7626545.0,,"SSLC NO 1706102944,STATION JUNE 2017 URDU EDUCATION BOARD",Tumkur,BUSINESS,HOUSE WIFE,Business / Entrepreneurship,Not Given,44.0,M,WPOI,718,0.4166376529025369,GEN,3beMckyc,2018,Higher Secondary Education
2385,Kudachi,Thavarasing Ramasing Rathod,1.0,9022000.0,80000.0,"SSLC , S.S High School, Vijayapura",Belgaum,Agriculture and Social Work,Housewife,"Agriculture / Farming, Social Work / Activism",Education / Academia,53.0,M,SHS,227,0.166114172392849,SC,UDVGkxZ7,2018,Secondary Education
2386,Bellary City,Tejesh Kumar. M. Patil,0.0,4328258.0,,"BE (Mechanical) In The Year-24.07.2012, From R.Y.M.E.C., College, Bellary.",Bellary,Business,Housewife,Business / Entrepreneurship,Education / Academia,30.0,M,BBKD,156,0.1031289045198225,GEN,hu9WcVBp,2018,Graduate
2387,Kolar Gold Field,Thangaraj P,0.0,3746.0,,B.Sc From KGF Frist Grade College Oorgaum KGF In 1997-2000 LLB From KGF Frist Grade College Oorgaum KGF In 2004-2007,Kolar,Social Activities,Not Given,Social Work / Activism,Cound't Classify,43.0,M,CPM,1746,1.250994131934742,SC,eFdg4rHL,2018,Graduate
2388,Gangawati,Taluri Prasad,0.0,21452207.0,6862000.0,4th Std pass in Govt. Primary School Banigola Taluk-1978-79 to 1981-82,Koppal,Business Agriculture,Business Agriculture,"Business / Entrepreneurship, Agriculture / Farming","Business / Entrepreneurship, Agriculture / Farming",47.0,M,IND,578,0.3924684090091191,GEN,Z2P2XGnK,2018,Primary Education
2389,Hubli-Dharwad Central,Takappa Kalal,0.0,927166.0,,"4th Class,Govt Kannada School,Annageri. Year-1962",Dharwad,Business,Housewife,Business / Entrepreneurship,Education / Academia,69.0,M,IND,145,0.098165323945569,GEN,3spFt5a9,2018,Primary Education
2390,Bellary City,Tapal Ganesh,2.0,5002000.0,400000.0,"8TH PASS FROM MBSL HIGH SCHOOL, BELLARY, YEAR- 1982",Bellary,TRANSPORT BUSINESS,HOUSE WIFE,Transportation / Logistics,Not Given,52.0,M,JD(U),233,0.1540322740584529,GEN,BSnXfWyn,2018,Primary Education
2391,Rajarajeshwarinagar,Tejas Kumar K C,0.0,1021000.0,,"First PUC from Okaligarah Society Banglaore, Year-2003-05, East-West Institute of Technology Banglore,",B.B.M.P(Central),PRIVATE COMPANY,Not Given,Business / Entrepreneurship,Cound't Classify,31.0,M,RPI,122,0.0475733682724628,GEN,mxKGrf95,2018,Higher Secondary Education
2392,Kadur,Thimmegowda H G,0.0,1794940.0,100000.0,"IDSG Chikmagaluru ,13-5-1989",Chikmagalur,LIC agent kannada defense forum district president,House wife,"Banking / Finance, Military / Defense",Not Given,50.0,M,IND,404,0.252993337007164,GEN,9ucWzpsp,2018,Unknown
2393,Kundapura,Thekkatte Prakash Shetty,0.0,1800000.0,850000.0,"10th Pass, Govt PU Collage, Takkatte, Kundapura tq, Udupi Dist.",Udupi,Paint Shop,Housewife,Cound't Classify,Education / Academia,37.0,M,JD(S),2712,1.7094879100375684,GEN,VCBCLDKb,2018,Secondary Education
2394,Dharwad,Tirakappa Jamanal,0.0,900000.0,,4TH CLASS IN THE YEAR 1987,Dharwad,CARPORATOR AND BUSINESS,Homemaker,"Law Enforcement / Security, Business / Entrepreneurship",Not Given,42.0,M,JD(S),1263,0.8115401914797918,GEN,9DJF9P3i,2018,Primary Education
2395,Holalkere,Thippeswamy,0.0,590000.0,,"CPED From YMCA ,Bangalore In Year-1996-97",Chitradurga,Wage and Social Service,Houewife,Social Work / Activism,Not Given,51.0,M,RPSN,215,0.1140668272444637,SC,E7HfQg6H,2018,Diploma Holder
2396,Chickpet,Thyagaraj,0.0,316500.0,,"SSLC From Unitd Mission High School Mission Road, Bangalore in 2002",B.B.M.P(Central),Self Employed and Social Activist,Not Given,"Business / Entrepreneurship, Social Work / Activism",Cound't Classify,34.0,M,RPSN,115,0.0892026062674526,GEN,THEpQ9py,2018,Higher Secondary Education
2397,Belur,Tholachanayka B.D.,0.0,4199794.0,1870216.0,"9th Standard From Government High School, Halebedu.",Hassan,Business,House Wife,Business / Entrepreneurship,Cound't Classify,36.0,M,IND,1170,0.7683265584880384,GEN,2RuewePW,2018,Secondary Education
2398,Harihar,Thippesh L,0.0,876000.0,7500.0,10th From Govt Pre-University College Harihar,Davangere,social service,House wife,Social Work / Activism,Not Given,36.0,M,IND,143,0.0867050270725836,GEN,Ye7wM7cN,2018,Secondary Education
2399,Raichur Rural,Tipparaju Hawaldar,3.0,20748167.0,927750.0,KSEB 1997 BA KARNATAKA UNIVERSITY 2003 BeD IN GULBARGA UNIVERSITY 2006,Raichur,AGRICULTURE AND SOCIAL SERVICE,WOMEN AGRICULTURE AND DISTRICT PANCHAYAT OFFICER,"Agriculture / Farming, Social Work / Activism","Agriculture / Farming, Social Work / Activism",41.0,M,BJP,56692,35.064107718284774,ST,nsg2GrKb,2018,Graduate
2400,Hirekerur,U B Banakar,0.0,26802118.0,300000.0,B.A. L.L.B,Haveri,Lawyer and business,House wife,"Law / Judiciary, Business / Entrepreneurship",Not Given,58.0,M,BJP,71906,47.73176851692045,GEN,HX9PaY9x,2018,Graduate
2401,Badami,Tulasappa Dasar,0.0,1930000.0,,MA in Gnyana Bharathi Bangalore University passed yr 1999,Bagalkot,Social Worker,"Senior Assistant in High Court, Bangalore",Social Work / Activism,Law / Judiciary,49.0,M,IND,166,0.1012658227848101,GEN,eVvqYHwW,2018,Postgraduate
2402,Bellary City,U. Urukundu,0.0,300000.0,,5th Pass.,Bellary,Car Business,Housewife,Business / Entrepreneurship,Education / Academia,48.0,M,SHS,158,0.1044510699623844,GEN,h7UunBGS,2018,Primary Education
2403,Chickpet,Uday B.Garudachar,0.0,1960885154.0,596992692.0,Bachelor Of Engineering (Electronics) From Bangalore University In 1987,B.B.M.P(Central),Business,Business,Business / Entrepreneurship,Business / Entrepreneurship,58.0,M,BJP,57312,44.45547626434998,GEN,QufJTw8b,2018,Graduate
2404,Hebbal,Umadevi,6.0,670000.0,,SSLC.,B.B.M.P(North),Social Service,Travels Business,Social Work / Activism,"Business / Entrepreneurship, Hospitality / Tourism",46.0,F,IND,281,0.191560433567387,GEN,Ni3fyNMW,2018,Secondary Education
2405,Belthangady,U.M. Syed Hassan,0.0,19910000.0,19200000.0,BA 1986 SDM College UJJER,Dakshina Kannada,Agriculture,Housewife,Agriculture / Farming,Education / Academia,54.0,M,IND,373,0.2077415761626287,GEN,ZnKNaed8,2018,Graduate
2406,Karkal,Uday Kumar,1.0,911000.0,591000.0,"PUC From Junior College, Kundapur, Year-1994-95, Degree From Bandarkars College, Kundapur, Year-1999-2000",Udupi,Journlist of Udayakranthi Monthly Newspaper,Not Given,Media / Journalism,Cound't Classify,41.0,M,BSP,1348,0.9236989070476582,GEN,mYoGnpXY,2018,Graduate
2407,Raybag,Tyagaraj Paragonda Kadam,2.0,1989600.0,,Completed 10th Standard.,Belgaum,Agriculturist and Social Worker,Housewife,"Agriculture / Farming, Social Work / Activism",Education / Academia,44.0,M,KRRS,366,0.2433526818662358,SC,Ya4aNDD3,2018,Secondary Education
2408,Hangal,Udachappa Basavanneppa Uddanakal,1.0,558710.0,407000.0,Government ITI College Akilluru Year 2002 Jult,Haveri,self employee Business,housewife,Business / Entrepreneurship,Not Given,32.0,M,IND,839,0.5115947242937371,GEN,EZs3ScFH,2018,Vocational Training
2409,Terdal,Umashree D Muninarasappa,2.0,58308048.0,642641.0,M.A From Karnataka State Open University Mysore In 2011,Bagalkot,Social Works Film Actor,Not Given,"Social Work / Activism, Arts / Entertainment",Cound't Classify,60.0,F,INC,66470,38.28696503657624,GEN,if7ry8tn,2018,Postgraduate
2410,Bhalki,Umesh,0.0,6047000.0,2500000.0,B.A LL.B(SPL).Year-2001,Bidar,Social Worker and Lawyer,Housewife,"Social Work / Activism, Law / Judiciary",Education / Academia,46.0,M,IND,183,0.1095427935208131,GEN,V3FdhA6o,2018,Graduate
2411,Hunsur,Umesh,0.0,222000.0,,Unknown,Mysore,Labour,House wife,Cound't Classify,Not Given,50.0,M,IND,169,0.0907489743754967,GEN,UDA66ooo,2018,Unknown
2412,Moodabidri,Umanatha. A. Kotian,3.0,16083941.0,4712942.0,SSLC 1979 SVS HIGH SCHOOL BANTVALA,Dakshina Kannada,BUSINESS,HOUSEWIFE,Business / Entrepreneurship,Not Given,58.0,M,BJP,87444,57.4356144948669,GEN,ihNyQEFH,2018,Higher Secondary Education
2413,Yelahanka,Umesh B,0.0,416000.0,115000.0,SSLC Karnataka High Shishak Mandali-1982,Bangalore Urban,Business,House Wife,Business / Entrepreneurship,Cound't Classify,51.0,M,RMVP,463,0.1888755175719501,GEN,icCUbaGE,2018,Higher Secondary Education
2414,Byadgi,Umesh Yallappa Karigar,0.0,260000.0,,"B.A., B.Ped From Karnataka University Dharwad in 2009",Haveri,Farmer-Real-estate Consultant,Not Given,"Agriculture / Farming, Construction / Real Estate",Cound't Classify,33.0,M,IND,508,0.3044961128793464,GEN,WZf8g6DB,2018,Graduate
2415,Hukkeri,Umesh Vishwanath Katti,0.0,277855843.0,58154039.0,"PUC 1st Year Pass from KLE Societies R L S College, Belgaum in 1979-80",Belgaum,Agriculturist and Industrialist,House wife Agriculturist,"Agriculture / Farming, Business / Entrepreneurship","Unknown, Agriculture / Farming",57.0,M,BJP,83588,52.94166080804625,GEN,bH3E4KKJ,2018,Higher Secondary Education
2416,Mangalore,U T Abdul Khadar Ali Fareed,0.0,24716913.0,,B.A In 1994 LLB In 2003 From Mangalore University S.D.M. Law College Mangalore,Dakshina Kannada,Advocate,Business,Law / Judiciary,Business / Entrepreneurship,49.0,M,INC,80813,54.106910912036845,GEN,No5yix5g,2018,Graduate
2417,Vijayanagara,Umesh.K,0.0,23313.0,,"PUC 1 year from Sarakari Padvipurva Mahavidyalaya Chittwadgi, Hosapete",Bellary,BUSINESS,Not Given,Business / Entrepreneurship,Cound't Classify,34.0,M,IND,136,0.0818636007945584,GEN,aBQEQYRJ,2018,Higher Secondary Education
2418,Chincholi,Umesh Gopaldev,0.0,32655892.0,372641.0,MS in General Surgery from Bangalore Medical College in 1991,Gulbarga,Doctor,Housewife,Medicine / Healthcare,Education / Academia,58.0,M,INC,73905,55.568504789545706,SC,WeXnk9PZ,2018,Postgraduate
2419,Madhugiri,Udaya Kumara,0.0,,,"LLB , BACHELOR OF LAW , TUMKURU VIDODAYA LAW COLLEGE, PASSING DATE-2003-04",Tumkur,ADVOCATE,House wife,Law / Judiciary,Not Given,49.0,M,IND,158,0.095146332650849,GEN,cSYstS4x,2018,Graduate
2420,Mulbagal,V Adinarayana,0.0,152995177.0,35500000.0,"Bachelor Of Arts (B.A) at National College, Bagepalli.",Kolar,Real Estate Consultant and developer,Business,"Construction / Real Estate, Business / Entrepreneurship",Business / Entrepreneurship,40.0,M,IND,295,0.1793422092528421,SC,cWpy4mzQ,2018,Graduate
2421,Gauribidanur,V C Sachidananda Murthy,0.0,39728000.0,,"B.Sc From Govt. Science College Bangalore University In 1980, M.A From University In 1982 LLB From V.V. Puram Law College Bangalore In 1985",Chikkaballapur,Self Employed Retired Govt. Employee,Lecturer,Unknown,Education / Academia,58.0,M,BJC,600,0.3557241951740084,GEN,NSyxVpoK,2018,Postgraduate
2422,Muddebihal,V P Rakshith,1.0,260043359.0,123404716.0,"MBA From Bhagavan Mahaveer Jain College Bangalore B.Com In 2011 From Indo Asian Academy, Bangalore University",Bijapur,Business,Not Given,Business / Entrepreneurship,Cound't Classify,28.0,M,NAC,3093,2.228418276920417,GEN,BpLyuRTk,2018,Postgraduate
2423,Kolar Gold Field,V Muniswamy,0.0,13975500.0,1500000.0,6th From Govt Tamil Higher Primary Schhol Kolar Gold Field In 1969-1970,Kolar,Construction Business,Not Given,Construction / Real Estate,Cound't Classify,55.0,M,KPJP,1259,0.902062778983872,SC,hadcC7jJ,2018,Primary Education
2424,Varuna,Umesha C,0.0,4775000.0,1300000.0,"Banumaya High School, Year-1992",Mysore,Wage Woeker,Housewife,Unknown,Education / Academia,40.0,M,KJP,1201,0.6860975275353047,GEN,Ye98Xgsr,2018,Secondary Education
2425,Bagepalli,Uttamkumar. V,0.0,30000.0,,5th Standard,Chikkaballapur,Not Given,Not Given,Cound't Classify,Cound't Classify,43.0,M,IND,155,0.094208888456676,GEN,mLSAwmHZ,2018,Primary Education
2426,Kolar Gold Field,V Rajappa,0.0,3625723.0,200000.0,SSLC RLH School 1975,Kolar,Agriculture,Housewife,Agriculture / Farming,Education / Academia,58.0,M,AIMEP,702,0.5029770221180921,SC,8fBxrFBx,2018,Higher Secondary Education
2427,Bommanahalli,V Madesha,0.0,603949.0,,"BA (correspondence),bengaluru university",B.B.M.P(South),Cable Operator,Housewife,Transportation / Logistics,Education / Academia,41.0,M,IND,271,0.1386118357117283,GEN,izwSQ54a,2018,Graduate
2428,Bangalore South,V Chethan,0.0,9415000.0,950000.0,"B.com From APSC College, NR Colony",Bangalore Urban,Business,Self Employed,Business / Entrepreneurship,Business / Entrepreneurship,32.0,M,KP,208,0.0651516812579286,GEN,cd952Gnm,2018,Graduate
2429,Padmanaba Nagar,V K Gopal,2.0,465191132.0,232409083.0,Karnataka secondary education board 1981-1982,B.B.M.P(South),Home rent and private business,agriculture and house wife,"Business / Entrepreneurship, Construction / Real Estate","Agriculture / Farming, Social Work / Activism",53.0,M,JD(S),45702,28.27954061680115,GEN,AHgDfsFF,2018,Secondary Education
2430,Chitradurga,V S Bhutharaj,0.0,700000.0,100000.0,"M.B.A -2014 ,Vishveshwaraiya Enginering College ,Belgavi ,S.B.I.T College ,Bangalore",Chitradurga,Agriculturist,Not Given,Agriculture / Farming,Cound't Classify,30.0,M,IND,994,0.5249316110225076,GEN,SfosuBpn,2018,Postgraduate
2431,Varuna,V Siddaraju,0.0,10000.0,30000.0,"D.Ed Vijayanagara Teachers Training College, Bangalore, 2006-2007, D.F.D from Manasa Gagothri Mysore 2010-2011",Mysore,Social service,Not Given,Social Work / Activism,Cound't Classify,37.0,M,IND,263,0.1502445043645171,GEN,XiHFNGEo,2018,Diploma Holder
2432,Mulbagal,V Srinivas,0.0,5000000.0,850000.0,6th class,Kolar,farmer,housewife,Agriculture / Farming,Not Given,44.0,M,IND,237,0.1440817070946562,SC,Gb2MzgBh,2018,Primary Education
2433,Mahadevapura,V Srinivasa,0.0,7127000.0,,"10th incomplete From Shree Channakeshwara High School Bidarahalli Bangalore,1994-95",Bangalore Urban,Self Employment,House wife,Business / Entrepreneurship,Not Given,43.0,M,IND,473,0.1663431240153049,SC,F2Wbomo5,2018,Secondary Education
2434,Govindraj Nagar,V Somanna,1.0,529229341.0,21725189.0,"BA IN V.V Puram Evening college, Vishweshwarapuram, Bangalore-1971-72 to 1973-74",B.B.M.P(South),"The current procedure council member, Karnataka",Agriculturist,Politics / Public Service,Agriculture / Farming,67.0,M,BJP,79135,50.330405581596494,GEN,jmnSbUDx,2018,Graduate
2435,Hosakote,V Shamanna,0.0,16325000.0,1850000.0,"SSLC, From Kaggadasapura Govt. School",Bangalore Rural,Agriculture,House wife,Agriculture / Farming,Not Given,49.0,M,IND,242,0.1253424905863646,GEN,eMMas3zV,2018,Secondary Education
2436,Mulbagal,V Marappa,0.0,970000.0,250000.0,"B.A. From Govt. Boys College, Kolar",Kolar,Agriculture,Agriculture,Agriculture / Farming,Agriculture / Farming,44.0,M,IND,1009,0.6134111496139583,SC,AXRFmZUJ,2018,Graduate
2437,Mulbagal,V Ravikumar,0.0,186000.0,,"SSLC,VInayaka Vidya Kendra ,Mulbagal",Kolar,Agriculturist,Household,Agriculture / Farming,Not Given,33.0,M,ASP,378,0.2298012037205909,SC,5mGenKi3,2018,Higher Secondary Education
2438,Kampli,V Shivashankrappa,0.0,2017947.0,900000.0,"BA 2nd yr,Gulbarga University,1991-92",Bellary,Wage,Housewife,Unknown,Education / Academia,50.0,M,CPM,1111,0.6702461389961392,ST,9jhp5bep,2018,Graduate
2439,Mangalore,Usman,0.0,6519000.0,3500000.0,Completed 5th standard in Kaikamba Rosa Mistika High Primary School.,Dakshina Kannada,Social Worker,Housewife,Social Work / Activism,Education / Academia,45.0,M,AIMEP,586,0.3923459071492655,GEN,huK6xdd9,2018,Primary Education
2440,Channagiri,Vadnal Rajanna,0.0,191502141.0,,P.U. From Govt science college shivamoga in 1969,Davangere,Agriculture and Nut business,Agriculture,Agriculture / Farming,Agriculture / Farming,66.0,M,INC,48014,30.37053904639012,GEN,kULRi4cZ,2018,Higher Secondary Education
2441,Bhalki,Vaijinath Shapure,0.0,146214.0,,"10 th SSLC From Govt. High School ,K Chincholi ,Year-2011",Bidar,Business,Not Given,Business / Entrepreneurship,Cound't Classify,25.0,M,IND,577,0.3453890265656239,GEN,HpRqH8iQ,2018,Secondary Education
2442,Mahadevapura,V Uma,0.0,660100.0,,"BA From,Kamalabai College Shivajinagar Bangalore In 1998",Bangalore Urban,Housewife,Job,Education / Academia,Unknown,37.0,F,KJP,370,0.1301204141345937,SC,kTEsb5mt,2018,Graduate
2443,Sidlaghatta,V. Muniyappa,0.0,83191618.0,5100000.0,B.S.E.. in Vishwavidyalaya Bangalore,Chikkaballapur,Agriculturist Business,House Wife,"Agriculture / Farming, Business / Entrepreneurship",Cound't Classify,70.0,M,INC,76240,44.76227381078193,GEN,SkHdgo6M,2018,Graduate
2444,Gandhi Nagar,V. Narayanaswamy,0.0,438437470.0,17944146.0,"BA Degree in 2001 At Jagajeevanram College Bangalore ,LLB In 2010 Babu JagajivanRAm Degree College Universoity",B.B.M.P(Central),Social Worker,Social Worker,Social Work / Activism,Social Work / Activism,63.0,M,JD(S),36635,28.886260595308496,GEN,2YpJvtZY,2018,Graduate
2445,Bagepalli,V. Narasimhamurthy,0.0,251000.0,,BA LLB,Chikkaballapur,Lawyer,Not Given,Law / Judiciary,Cound't Classify,36.0,M,LAD,141,0.0856996985315569,GEN,77CThKbm,2018,Graduate
2446,Narasimharaja,Vaalmiki Ningaraju,0.0,342000.0,500000.0,Unknown,Mysore,Director(Movie),Housewife,"Arts / Entertainment, Hospitality / Tourism",Education / Academia,51.0,M,IND,166,0.1025419279117892,GEN,mvPvzU5T,2018,Unknown
2447,Karkal,V. Sunil Kumar,1.0,29189224.0,,"BE ,Kuvempu University, Nilaya in 1997",Udupi,"Agriculturist , Factory",Housewife,Agriculture / Farming,Education / Academia,42.0,M,BJP,91245,62.524411553088704,GEN,nZQnJNTz,2018,Graduate
2448,Gandhi Nagar,V. Nagaraj,15.0,44043000.0,4648611.0,"Has Completed 7th standard in Sevashrama Middle School, Shrirampura, Bengaluru",B.B.M.P(Central),Business,Homemaker,Business / Entrepreneurship,Not Given,57.0,M,IND,1476,1.1638083973979894,GEN,dcSQYNRU,2018,Primary Education
