,constituency,name,cases,assets,liabilities,education_category,education,district,self_profession,spouse_profession,self_profession_category,spouse_profession_category,age,gender,party,votes,percent_votes,constituency_category
2378,Shorapur,Hanamantraya,0,115800,,Primary Education,7th Std Pass from S.M.P School Helesagara. Shorapura Tq.,Yadgir,Agriculture,House wife,Agriculture / Farming,Not Given,36,M,IND,594,0.301223148542566,ST
2379,Shorapur,Gopal,0,195000,,Higher Secondary Education,PUC,Yadgir,Chicken Farm,House wife,Agriculture / Farming,Not Given,52,M,IND,387,0.196251445262581,ST
2380,Shorapur,Chandrakanth,0,46700,,Unknown,Unknown,Yadgir,Agriculture,House wife,Agriculture / Farming,Not Given,42,M,IND,335,0.169881742023164,ST
2381,Shravanabelagola,C N Balakrishna,0,23103040,11885713,Graduates,"B.A., In Sri Adichuanagiri First Grade College Channarayapatna Mysore University 1990-91",Hassan,"Agricultrist, Member of Janatha Trust At Hasan",Bussiness,"Agriculture / Farming, Social Work / Activism",Business / Entrepreneurship,49,M,JD(S),105516,63.0846401731425,GEN
2382,Shravanabelagola,C S Puttegowda,0,69725504,,Postgraduates,"M.A ,Degree in Mysore Open University Year-1975",Hassan,"Rent Money,Agricultarist,Public Employee",Housewife,Not Given,Education / Academia,68,M,INC,52504,31.3904616138848,GEN
2383,Shravanabelagola,Shivananjegowda,2,371385765,34431329,Postgraduates,Bachelor of Engineering (Civil) Malnad College of Engineering Hassan Mysore University Passed in the year 1987-88,Hassan,Business Dealing in HPCL Products and in HUF Status Agricultural Transportation Income,Choultry Business,Business / Entrepreneurship,Hospitality / Tourism,54,M,BJP,7506,4.48759722828393,GEN
2384,Shravanabelagola,NOTA,,,,,,,,,,,,,NOTA,906,0.541668410448341,GEN
2385,Shravanabelagola,Dwarakish,0,311000,,Secondary Education,GOVT. HIGH SCHOOL DHHUDA,Hassan,Agriculture (IN THE NAME OF HIS PARENTS IN LAND NO 15 P5 2 ACRES ),Housewife and Agriculture,"Agriculture / Farming, Social Work / Activism","Hospitality / Tourism, Agriculture / Farming",35,M,AIMEP,415,0.24811522112148,GEN
2386,Shravanabelagola,Bojegowda,0,2515000,200000,Secondary Education,9th Std. From Sri Adichunchanagiri High School Chanarayapatana Hasan Dist 1993-94,Hassan,Agriculture,House wife,Agriculture / Farming,Not Given,41,M,SJPL,414,0.247517353118778,GEN
2387,Shrirangapattana,A S Ravindra,0,6895000,1600000,Graduates,"BA year 1990-91 P.E.S College ,Mandya",Mandya,Agriculturalist,Housewife,Agriculture / Farming,Education / Academia,46,M,JD(S),101307,57.3473719962639,GEN
2388,Shrirangapattana,A B Ramesha Bandisiddegowda,1,27294828,,Diploma Holders,"Diploma in Electronics and Telecommunication in D.Banumaiah college,Mysore ,batch 1989-90",Mandya,Agriculturist,Housewife and Job employee,Agriculture / Farming,Not Given,51,M,INC,57619,32.6166822337324,GEN
2389,Shrirangapattana,K S Nanjundegowda,3,5378000,975718,Graduates,"B.Sc. From Government College Mangalore, Year-1981-82",Mandya,Agriculture,Agriculture,Agriculture / Farming,Agriculture / Farming,61,M,BJP,11326,6.41136678837281,GEN
2390,Shrirangapattana,C S Venkatesha,0,1072883,,Graduates,"BSc, LLB From Vidhyavardaka Law collage Mysore Year 2008-09",Mandya,lawyer,Housewife,Law / Judiciary,Education / Academia,46,M,AAAP,1941,1.09875180436443,GEN
2391,Shrirangapattana,Mohan Kumar,0,1393600,162680,Secondary Education,"10th in 1994 at Saint Anss High School, Palahalli, Shrirangapattana Taluk, Mandya District",Mandya,Agriculturist,Homemaker,Agriculture / Farming,Not Given,40,M,IND,1736,0.982706405139962,GEN
2392,Shrirangapattana,NOTA,,,,,,,,,,,,,NOTA,946,0.535507061787099,GEN
2393,Shrirangapattana,S S Rajashekariah,0,17225000,,Secondary Education,"SSLC,1989 batch,Govt,school,Mandya",Mandya,Agriculturist,House Wife,Agriculture / Farming,Cound't Classify,46,M,IND,462,0.261526704593699,GEN
2394,Shrirangapattana,Satheesh H M,0,2829647,1812000,Graduates,PES Arts and Commerce college mandya 2000,Mandya,Social Work and news editor,private business,"Media / Journalism, Social Work / Activism",Business / Entrepreneurship,42,M,PPRP,433,0.245110526166822,GEN
2395,Shrirangapattana,C Lingegowda,0,2855718,,Graduates,"BA,1969-70,Govt.Degree college ,Mandya",Mandya,Agriculturist,Agriculture,Agriculture / Farming,Agriculture / Farming,73,M,IND,334,0.189069089468172,GEN
2396,Shrirangapattana,M M Maheshgowda,0,2259999,650000,Secondary Education,"government school 1985-86,KR.Sagara",Mandya,Agriculturist,Agriculturist,Agriculture / Farming,Agriculture / Farming,47,M,IND,210,0.118875774815318,GEN
2397,Shrirangapattana,Suresh V,0,2114000,375000,Diploma Holders,"Diploma,1988 89,Govt. Polytecnical,K.R.Pete",Mandya,Agriculturist,House Wife,Agriculture / Farming,Cound't Classify,52,M,AIMEP,205,0.116045399224477,GEN
2398,Shrirangapattana,Kempegowda,0,1151000,,Primary Education,"3rd PASS,GOVT>school,Bannahalli",Mandya,Agriculturist,Agriculture,Agriculture / Farming,Agriculture / Farming,70,M,IND,136,0.0769862160708726,GEN
2399,Sidlaghatta,V. Muniyappa,0,83191618,5100000,Graduates,B.S.E.. in Vishwavidyalaya Bangalore,Chikkaballapur,Agriculturist Business,House Wife,"Agriculture / Farming, Business / Entrepreneurship",Cound't Classify,70,M,INC,76240,44.7622738107819,GEN
2400,Sidlaghatta,B N Ravikumar,0,22965000,20000,Literate,7th std in government Highr school batch -1987-88,Chikkaballapur,Agriculturist,House Wife,Agriculture / Farming,Cound't Classify,49,M,JD(S),66531,39.0618945291858,GEN
2401,Sidlaghatta,Anjinappa (Puttu),,,,,,,,,,,41,M,IND,10986,6.45013562546236,GEN
2402,Sidlaghatta,M .Rajanna,0,14141230,3100000,Graduates,"B.SC TECHNALOGY, BANGLOURE UNIVERSITY",Chikkaballapur,Agriculture,EX MEMBER,Agriculture / Farming,Politics / Public Service,54,M,IND,8593,5.0451497751318,GEN
2403,Sidlaghatta,H .Suresh,0,247435922,2865866,Diploma Holders,"CIVIL ENGINEERING ,-V.I.S.S.J.P ,BHADRAVATI, YEAR-1985",Chikkaballapur,SELF EMPLOYMENT,NO,Business / Entrepreneurship,Not Given,52,M,BJP,3596,2.11129507638473,GEN
2404,Sidlaghatta,B.S.Moula Jaan,,,,,,,,,,,44,M,ANC,1081,0.634680193985509,GEN
2405,Sidlaghatta,NOTA,,,,,,,,,,,,,NOTA,958,0.562464038703162,GEN
2406,Sidlaghatta,S.N. Ravikumar,0,273500,,Graduates,BA (Incomplete) in Bengaluru University,Chikkaballapur,Wage,House Wife,Unknown,Cound't Classify,48,M,IND,752,0.441516656685572,GEN
2407,Sidlaghatta,Venkateshappa,0,425000,,Higher Secondary Education,"2Nd PUC( Incomplete )Saraswathi PU College Sidlghatta,Chikkaballpura District",Chikkaballapur,Agriculturist,Not Given,Agriculture / Farming,Cound't Classify,44,M,RPSN,290,0.17026573196651,GEN
2408,Sidlaghatta,M Narayanaswamy,0,70000,,Unknown,Unknown,Chikkaballapur,Abacus,House Wife,Education / Academia,Cound't Classify,51,M,JBJSP,282,0.165568746257089,GEN
2409,Sidlaghatta,Wisdom Nagaraj,1,1425610,,Secondary Education,"SSLC in Govt school,Giddeenahalli Chikkaballapura batch -1995,TCH Nanadi teaching Training Institution batch-1998",Chikkaballapur,Retired Teacher,House Wife,Not Given,Cound't Classify,49,M,IND,220,0.129167107009076,GEN
2410,Sidlaghatta,K V Yamegowda,0,5299800,984000,Higher Secondary Education,GOVT PRE UNIVERSITY COLLAGE 2002 DEVANAHALLI,Chikkaballapur,BUSINESS,HOUSEWIFE,Business / Entrepreneurship,Not Given,33,M,AIMEP,207,0.121534505231267,GEN
2411,Sidlaghatta,Mohammed Ismail,0,956307,,Literate,6th PASS,Chikkaballapur,Machinery Manufacture,House Wife,Engineering / Technology,Cound't Classify,55,M,SP,202,0.118598889162879,GEN
2412,Sidlaghatta,R Mohan,0,280000,,Diploma Holders,Diploma In Electrical And electronics 2017 Impal Politechnical Karnataka Banglore,Chikkaballapur,Agriculture,Not Given,Agriculture / Farming,Cound't Classify,27,M,IND,159,0.0933525909747419,GEN
2413,Sidlaghatta,Y N Gangadhara,0,366000,50000,Secondary Education,10TH Pass,Chikkaballapur,Legal Adviser,House Wife,Law / Judiciary,Cound't Classify,32,M,IND,125,0.0733904017097028,GEN
2414,Sidlaghatta,Byaregowda Venkatashami,0,10150,,Higher Secondary Education,P U C Juniour College Sidalgata 2000-01,Chikkaballapur,Artist,Not Given,Arts / Entertainment,Cound't Classify,33,M,IND,100,0.0587123213677622,GEN
2415,Sindgi,Mallappa Channaveerappa Managuli,0,67370015,8803986,Secondary Education,SSLC HG high school sindgi year 1956,Bijapur,"Social worker,Agriculture,Business",Agriculture Business,"Social Work / Activism, Agriculture / Farming, Business / Entrepreneurship","Agriculture / Farming, Business / Entrepreneurship",82,M,JD(S),70865,44.1537483800219,GEN
2416,Sindgi,Busanur Ramesh Balappa,0,35173791,4246410,Graduates,"8-10th Standard in Govt. High School, Afzalpur(1977), PUC in R.D Patil College Sindagi(1979), B.A in S.B Arts Institute, Vijayapura(1982).",Bijapur,Agriculturist and social worker,Agriculturist and Sheep Trafficking,"Agriculture / Farming, Social Work / Activism",Agriculture / Farming,59,M,BJP,61560,38.3560961020835,GEN
2417,Sindgi,Mallanna Ningappa Sali,0,7838608,584370,Primary Education,"Has Completed 7th standard in Govt. High School,Boragi(1968), Department of Public Education, Bengaluru.",Bijapur,Tenacity,Housewife,Cound't Classify,Education / Academia,62,M,INC,22818,14.2171767520685,GEN
2418,Sindgi,NOTA,,,,,,,,,,,,,NOTA,1222,0.761389691954939,GEN
2419,Sindgi,Shamashoddin Khajesab Mulla,0,1260000,,Primary Education,"5th Class Pass from Nagaralli, Sindgi Taluk,Bijapur Dist",Bijapur,Own Employement,House Wife,Not Given,Cound't Classify,38,M,NCP,918,0.571976871697737,GEN
2420,Sindgi,Nagesh Lakku Rathod,0,2000000,,Secondary Education,"5th Class Pass From Golageri Kannada Boys School, Year-1990",Bijapur,Wage,Wage,Unknown,Unknown,40,M,IND,781,0.486616488884458,GEN
2421,Sindgi,Gulshanbi Davalsab Nadaf,0,7435000,1555000,Secondary Education,SSLC Pass in1995,Bijapur,Business and Social Service,Contractor,"Business / Entrepreneurship, Social Work / Activism",Consulting / Advisory,39,F,AIMEP,703,0.438017146844781,GEN
2422,Sindgi,Liyakatali Mirasaheb Darga,0,874000,584000,Diploma Holders,BEMS from Jalagav Di 1995,Bijapur,Private Doctor,Housewife,Medicine / Healthcare,Education / Academia,52,M,PPRP,638,0.39751769514505,GEN
2423,Sindgi,Mallu Nagappa Pujari,0,4140741,70000,Secondary Education,"Shri Sharan Basaveshwara High School, Malaghan.",Bijapur,Agriculture,Housewife,Agriculture / Farming,Education / Academia,39,M,IND,576,0.358887448908384,GEN
2424,Sindgi,Iranna Madivalappa Vishwakarma,0,2309800,550000,Higher Secondary Education,"12th from R D Patil College, Sindagi. PUC Board Karnataka.",Bijapur,Agriculture,Not Given,Agriculture / Farming,Cound't Classify,56,M,IND,415,0.258573422390589,GEN
2425,Sindhanur,Venkatrao Nadagouda,2,61869813,,Graduates,"B.A. from LVD College, 1980",Raichur,empoyed and former counsellor,self employed,Unknown,Business / Entrepreneurship,61,M,JD(S),71514,43.7490823667596,GEN
2426,Sindhanur,Hampangouda,0,42559091,1690229,Graduates,BA karnataka college darwad 1972-73,Raichur,tenacity,housewife tenacity,Cound't Classify,Medicine / Healthcare,68,M,INC,69917,42.7721088435374,GEN
2427,Sindhanur,Kolla Sheshagirirao,3,46640397,7985135,Unknown,"venkateshwara tutorial college ,prakasham nagar,guntoor district andra pradesh",Raichur,self employed,business,Business / Entrepreneurship,Business / Entrepreneurship,54,M,BJP,14795,9.05092252728429,GEN
2428,Sindhanur,NOTA,,,,,,,,,,,,,NOTA,1344,0.822199383350462,GEN
2429,Sindhanur,Dr.Jalaluddin Akbar,0,184000,,Secondary Education,10 TH PASS FROM GOVERNMENT COLLEGE AF JALPURA,Raichur,Press editor and publisher,"House Wife , AGRICULTURE WAGE",Media / Journalism,"Agriculture / Farming, Not Given",46,M,JD(U),1240,0.758576812019771,GEN
2430,Sindhanur,Suresh Gouda Mundinamane,0,5740000,100000,Illiterate,5TH PASS,Raichur,Tenacity,Not Given,Cound't Classify,Cound't Classify,38,M,IND,794,0.485733861890079,GEN
2431,Sindhanur,Nana Sahukar Attar,0,586000,17000,Diploma Holders,"2nd Yr,Arts,Govt University,Sindhanur",Raichur,Labour,Housewife and Labour,Cound't Classify,Social Work / Activism,43,M,IND,709,0.433734644937111,GEN
2432,Sindhanur,Shivalinga Kodli,0,20000,,Technical/Professional Courses,ITI (EM) from Govt. College in 2010,Raichur,Press Reporter,Not Given,Media / Journalism,Cound't Classify,26,M,IND,546,0.334018499486125,GEN
2433,Sindhanur,Hanumanthappa Uppar,0,1747000,,Higher Secondary Education,2ND PUC IN FROM GOVERNMENT PU COLLEGE MASKI 2006-07,Raichur,BUILDING CONTRACTORS,House Wife,Construction / Real Estate,Cound't Classify,30,M,IND,333,0.203714579356922,GEN
2434,Sindhanur,Shantappa,0,192000,,Graduates,B.A B.Ed From Karnataka College Sindnur,Raichur,Wages,Wages,Cound't Classify,Cound't Classify,31,M,IND,312,0.190867713992071,GEN
2435,Sindhanur,M.M.Ananda Kumar,0,551350,,Unknown,Unknown,Raichur,Labour,Housewife,Cound't Classify,Education / Academia,52,M,IND,307,0.187808936524249,GEN
2436,Sindhanur,Basavanagouda,0,172000,,Secondary Education,SSLC SIDDAGANGA MATHA TUMKUR,Raichur,SOCIAL WORKER AND AGRICULTURE,House Wife,"Agriculture / Farming, Social Work / Activism",Cound't Classify,42,M,SJPL,305,0.186585425537121,GEN
2437,Sindhanur,Yankayya Shetty,0,1906300,237925,Unknown,"Govt.school ,and Govt.college",Raichur,business,housewife,Business / Entrepreneurship,Not Given,51,M,NAC,268,0.163950472275241,GEN
2438,Sindhanur,Lakshmi Devi Bettan Gowda,0,8078107,600000,Primary Education,9TH PASS MUNICIAPL SCHOOL GUNTAKAL ANDHRA PRADESH,Raichur,PETTY BUSINESS,AGRICULTRIST,Business / Entrepreneurship,Agriculture / Farming,62,F,AIMEP,243,0.148656584936132,GEN
2439,Sindhanur,Sharifsab Doddamani,0,3748433,1061186,Secondary Education,10 TH PASS GOVERNMENT HIGH SCHOOL TURVIHALA 2004-05,Raichur,Tenacity,House Wife,Cound't Classify,Cound't Classify,31,M,IND,219,0.133974453090588,GEN
2440,Sindhanur,Channabasayya Swamy C.B.,0,12517000,1447000,Higher Secondary Education,PUC FROM GOVERNMENT 1ST GRADE COLLEGE SINDANUR,Raichur,Tenacity AND PRIVATE WORKER,Not Given,Not Given,Cound't Classify,42,M,IND,218,0.133362697597024,GEN
2441,Sindhanur,Ramanna Earalagaddi,0,2480000,889774,Unknown,Unknown,Raichur,AGRICULTURE AND LABOUR,House Wife AND TENACITY,"Agriculture / Farming, Unknown",Social Work / Activism,64,M,IND,201,0.12296285420643,GEN
2442,Sindhanur,Shabbir,0,1072000,50000,Secondary Education,5TH PASS GOVERNMENT HIGH SCHOOL SINDANUR 2003-04,Raichur,FRUITS BUSINESS,House Wife,Business / Entrepreneurship,Cound't Classify,26,M,KJP,199,0.121739343219302,GEN
2443,Sira,B.Sathyanarayana,0,76727505,5431842,Postgraduates,"LLB, Vidyodaya law collage, Bangalore university, 1976-77",Tumkur,Social service and agriculture,Partner of Laxmiranganatha enterprisess sira and Housewife,"Agriculture / Farming, Social Work / Activism","Business / Entrepreneurship, Not Given",65,M,JD(S),74338,41.2384058935783,GEN
2444,Sira,T.B.Jayachandra,2,204037177,16167746,Graduates,Bachelor of Laws From Vidyodaya Law College Tamkur Bangalore University In 1972,Tumkur,Social Work Non Practicing Advance,Agricultural,Social Work / Activism,Agriculture / Farming,68,M,INC,63973,35.4885057471264,GEN
2445,Sira,S.R.Gowda,0,6600000,2175000,Postgraduates,"BA LLB,Bangalore University",Tumkur,Social Worker and Agricultarist,Dist. panchayat Member,"Social Work / Activism, Agriculture / Farming","Politics / Public Service, Social Work / Activism",44,M,BJP,16959,9.4078684595926,GEN
2446,Sira,C M Nagaraju,0,105200672,21231371,Primary Education,"8th Std from Govt. High School, Peenya Bangalore",Tumkur,Business,House wife and B.B.M.P Member,Business / Entrepreneurship,"Social Work / Activism, Not Given",43,M,IND,14468,8.02600630186837,GEN
2447,Sira,Chidanand M Gowda,0,150799579,50447785,Postgraduates,"Post Graduate, Year 1992 from Bangalore University",Tumkur,Social Srevice,Jems Education Trust CEO,Social Work / Activism,Education / Academia,50,M,IND,3610,2.00261838192872,GEN
2448,Sira,Girish,0,1960300,225000,Graduates,BA mysore university,Tumkur,Social worker,House wife,Social Work / Activism,Not Given,46,M,CPI,1457,0.80825899791417,GEN
2449,Sira,Kavitha R Manangi,0,320000,120000,Secondary Education,SSLC and shrewd Course,Tumkur,Social service,Agriculture,Social Work / Activism,Agriculture / Farming,35,F,SJPL,1179,0.654040740247636,GEN
2450,Sira,Shashikumar.R,0,6571800,1120870,Higher Secondary Education,"II PUC from SRP College, Sira in 2003-04",Tumkur,Agriculture,house wife,Agriculture / Farming,Not Given,31,M,IND,649,0.360027515199929,GEN
2451,Sira,NOTA,,,,,,,,,,,,,NOTA,568,0.315093418541694,GEN
2452,Sira,S N Kantharaju,0,590000,200000,Secondary Education,SSLC and PUC ( FAIL),Tumkur,Retired Assistant Agriculture Officer,Not Given,"Education / Academia, Agriculture / Farming",Cound't Classify,67,M,IND,503,0.279035192828296,GEN
2453,Sira,B A Manjunatha,0,6699000,5030,Graduates,B.A from Mysore University.( S.J.C.I Mysore),Tumkur,Business,Not Given,Business / Entrepreneurship,Cound't Classify,49,M,IND,479,0.265721386411041,GEN
2454,Sira,Rangappa,0,51785000,,Secondary Education,6th Std from Govt. High School Nelahala,Tumkur,Agriculture,House wife,Agriculture / Farming,Not Given,38,M,IND,471,0.261283450938623,GEN
2455,Sira,M L A R Kambanna,0,20000,,Literate,4th Std,Tumkur,Labour,House wife,Cound't Classify,Not Given,46,M,IND,456,0.252962321927839,GEN
2456,Sira,Gurusiddappa M,0,1396000,15000,Higher Secondary Education,PUC,Tumkur,Agriculture,Agriculture,Agriculture / Farming,Agriculture / Farming,33,M,IND,439,0.24353170904895,GEN
2457,Sira,D Lakshmaiah,0,242000,,Secondary Education,"10th from Sri Mahalingeshwara High School, Siddalinga Branch, Kora.",Tumkur,Agriculture,House wife,Agriculture / Farming,Not Given,42,M,IND,419,0.232436870367904,GEN
2458,Sira,K Manjunatha,0,50000,,Graduates,B.A,Tumkur,Wage,House wife,Unknown,Not Given,40,M,IND,296,0.164203612479474,GEN
2459,Sirsi,Hegde Vishweshwar,0,74618553,,Graduates,B.COM Karnataka colleage darawada bangalore university 1981-82,Uttara Kannada,Agriculture,Housewife,Agriculture / Farming,Education / Academia,57,M,BJP,70595,45.5219597753403,GEN
2460,Sirsi,Bhimanna Tirkappa Naik,1,312205561,230631915,Primary Education,"7th Pass From Higher Primary School Basalakoppa, Sirsi, Year-1984-85",Uttara Kannada,Agriculture and Business,Agriculture,"Agriculture / Farming, Business / Entrepreneurship",Agriculture / Farming,59,M,INC,53134,34.2625371584805,GEN
2461,Sirsi,Shashibhushan Hegde,0,29723611,666435,Postgraduates,MBA - Indiragandhi Open University Year 2000,Uttara Kannada,Agriculturalist,Housewife,Agriculture / Farming,Education / Academia,43,M,JD(S),26625,17.1686688719942,GEN
2462,Sirsi,NOTA,,,,,,,,,,,,,NOTA,1935,1.24775114619,GEN
2463,Sirsi,Ajjibal Ramanand,0,4857097,1968410,Primary Education,"9 th Std , Sri Marikamba Govt. College,Sirsi . Year-1993",Uttara Kannada,Agriculture Business,Not Given,"Agriculture / Farming, Business / Entrepreneurship",Cound't Classify,43,M,IND,981,0.632580813649817,GEN
2464,Sirsi,Annappa Shivaram Kadakeri,0,10417500,496000,Secondary Education,"SSLC in Janatha Vidyalaya, Sidhapura",Uttara Kannada,Own Hotel Cloth Shop,Govt.Job,Hospitality / Tourism,Not Given,43,M,SHS,909,0.586152864024142,GEN
2465,Sirsi,Abdul Razak Shaikh,0,13355857,,Secondary Education,"10th Pass From M.E.C.Saroja Maruti Telanga and Maruti Telanga High School, Sirsi Year 1994",Uttara Kannada,Agriculture and Business,Not Given,"Agriculture / Farming, Business / Entrepreneurship",Cound't Classify,52,M,AIMEP,900,0.580349370320933,GEN
2466,Siruguppa,M S Somalingappa,3,24338880,865304,Higher Secondary Education,"1st PU Fail, VKJJ Collage, PU board, Bangalore",Bellary,Agriculture,Agriculture and Housewife,Agriculture / Farming,Agriculture / Farming,58,M,BJP,82546,54.2526831897259,ST
2467,Siruguppa,B Muralikrishna,1,41311921,844122,Graduates,"Completed B.B.M in Jain University, Bengaluru, July-2013",Bellary,Business,Not Given,Business / Entrepreneurship,Cound't Classify,28,M,INC,61275,40.2724924581501,ST
