,constituency,name,party,age,cases,assets,liabilities,education_category,education,district,self_profession,spouse_profession,self_profession_category,spouse_profession_category
2112,Belthangady,Ranjan G. Gowda,BJP,31.0,0.0,13447951.0,7066005.0,Graduates,LLB bangalore Univercity,Dakshina Kannada,agricultural,Not Given,Agriculture / Farming,Cound't Classify
2113,Bilgi,Ramesh Yallappa Bhajantri,IND,29.0,0.0,750000.0,,Higher Secondary Education,puc,Bagalkot,business,house wife,Business / Entrepreneurship,Not Given
2114,Kanakagiri,Ramesh Koti,IND,42.0,0.0,86000.0,,Diploma Holders,Bsc bed primary collage kustagi in 2004,Koppal,Retired ksrtc employee,house wife,Transportation / Logistics,Not Given
2115,Hiriyur,Rangaswamy,JD(U),40.0,0.0,795000.0,200000.0,Graduates,"govt Science college,Chitradurga",Chitradurga,Contractor,House wife,Consulting / Advisory,Not Given
2116,Belgaum Uttar,Ravi B Malagi,IND,33.0,0.0,123000.0,,Secondary Education,"SSLC - 1998, St. Pauls High School Belgaum Karnataka",Belgaum,Social Worker,House Hold,Social Work / Activism,Cound't Classify
2117,K.R.Pura,Ravi Prakash,JD(S),54.0,0.0,71212056.0,,Graduates,BSC,B.B.M.P(North),BUSINESSMAN,HOUSEWIFE,Business / Entrepreneurship,Not Given
2118,Athani,Ratnavva Vittal Tatri Urf Pujari,IND,29.0,0.0,11045614.0,800000.0,Higher Secondary Education,"Arts, passed year -2001, Sri bharathmatha pre university college, Muragundi, Athani taluk, Belagavi district",Belgaum,house wife,agriculturist,Not Given,Agriculture / Farming
2119,Haliyal,Ravi Redkar,KJP,47.0,0.0,5219970.0,2015499.0,Primary Education,shri rama high school joyida,Uttara Kannada,SOCIAL SERVICE,HOUSE WIFE,Social Work / Activism,Not Given
2120,B.T.M.Layout,Ravi Krishnareddy,LSP,38.0,0.0,22738109.0,,Postgraduates,"Master of Engineering, Bangalore University , 1999",B.B.M.P(South),"Managing Director, Anvaya Softologies Pvt. Ltd.","Director, Anvaya Softologies Pvt. Ltd.",Business / Entrepreneurship,Consulting / Advisory
2121,Hukkeri,Ravi Karale,INC,47.0,0.0,18396007.0,1932353.0,Graduates,"BA. SSN Arts and Commerce college, hukkeri",Belgaum,Business and former,House wife,Business / Entrepreneurship,Not Given
2122,Hagaribommanahalli,Ravi Kumar.V.,IND,29.0,0.0,65000.0,,Diploma Holders,"BSc, B tech, hospet, Vijayanagara college",Bellary,private job,house wife,Cound't Classify,Not Given
2123,Basavanagudi,Ravi Subramanya.L.A.,BJP,55.0,0.0,29340256.0,3582855.0,Postgraduates,"BA from Banglore University in 1984, MBA from CSM Institute of Graduate Studies, Year-2004",B.B.M.P(South),"MLA, Drawing Salary, Interest income on Deposits and Agriculture Income",Income from Running Educational Institute and having interest on deposits,"Politics / Public Service, Banking / Finance, Agriculture / Farming","Business / Entrepreneurship, Social Work / Activism"
2124,Basavanagudi,Ravi Kiran,KJP,55.0,0.0,27207200.0,1800000.0,Postgraduates,M.A (Pubic Administration) Correspondenc Collage Periyar University In 2012,B.B.M.P(South),senior Cine Artist,House Wife,Arts / Entertainment,Cound't Classify
2125,Muddebihal,Ravi Gurulingappa Sajjan,BSP,31.0,0.0,7307000.0,3260000.0,Graduates,S.K. COLLEGE TALIKOTI IN 2000,Bijapur,business,Not Given,Business / Entrepreneurship,Cound't Classify
2126,Hubli-Dharwad Central,Ravi Basappa Mugad,IND,32.0,0.0,599500.0,,Graduates,"BA,karnataka university,darvad 2002",Dharwad,farming,House wife,Agriculture / Farming,Not Given
2127,Humnabad,Ravikanth K. Hugar,IND,42.0,0.0,2641115.0,250000.0,Postgraduates,"LLB MAHADEVAPPA LAW MAHAVIDYALAYA,BIDAR",Bidar,LAWYER AND FARMER,HOUSE WORK,"Law / Judiciary, Agriculture / Farming",Not Given
2128,Hassan,Ravikanth.S.S. Gowda,IND,51.0,0.0,5994440.0,611381.0,Higher Secondary Education,"PUC, Govt college , hassan (1992)",Hassan,retired got employee,Bussiness,Unknown,Business / Entrepreneurship
2129,Malur,Ravikumar,BSP,41.0,0.0,1315532.0,715000.0,Graduates,"BA,GFGC,malur1996",Kolar,business,House wife,Business / Entrepreneurship,Not Given
2130,Govindraj Nagar,Ravindra,IND,33.0,0.0,4080985.0,,Secondary Education,SSLC - govt. high scool Nidasali (1995),B.B.M.P(South),business,house wife,Business / Entrepreneurship,Not Given
2131,Indi,Ravikantaha Patil,KJP,55.0,4.0,175091000.0,7400000.0,Non-Traditional Education,maharastra state institution solapur,Bijapur,OWN BUSINESS,HOUSE WIFE,Business / Entrepreneurship,Not Given
2132,Ramanagaram,Ravikumar,IND,50.0,0.0,270000.0,,Secondary Education,"high school,SNRHS,degula mata,kanakapura",Ramanagaram,agriculter and media,house wife,"Agriculture / Farming, Media / Journalism",Not Given
2133,Channapatna,Ravikumar Gowda,BJP,36.0,0.0,25028000.0,2300000.0,Graduates,BSC FROM ACHARYA PATASHALA SCIENCE COLLEGE,Ramanagaram,AGRICULTURE AND BUSINESS,HOME MAKER,"Agriculture / Farming, Business / Entrepreneurship",Not Given
2134,Jayanagar,Ravikumar V,KJP,42.0,0.0,1151500.0,,Higher Secondary Education,PUC,B.B.M.P(South),Civil Contractor Real Estate,Housewife,Construction / Real Estate,Education / Academia
2135,Hubli-Dharwad Central,Ravi Kalal,JD(U),33.0,0.0,247500.0,,Secondary Education,"4th Pass, 1992, Govt boys School ,no.8,ganesh pete,hobli",Dharwad,business,Business,Business / Entrepreneurship,Business / Entrepreneurship
2136,Karkal,Riyaz,IND,30.0,0.0,294000.0,,Primary Education,"3rd std,district panchyat junior primary school,telaru,karkala in 1989",Udupi,industrialist,Not Given,Business / Entrepreneurship,Cound't Classify
2137,Jayanagar,Rohith Patel,LSP,28.0,0.0,9283819.0,,Graduates,Bachelor of arts (Political Science),B.B.M.P(South),Radio Jockey,Not Given,Media / Journalism,Cound't Classify
2138,Gulbarga Rural,Revu Naik Belamgi,BJP,72.0,0.0,33643431.0,7000000.0,Primary Education,VII From Govt. Primary School Belamagi,Gulbarga,Animal Husbandry Minister,Household,"Agriculture / Farming, Military / Defense",Not Given
2139,Sarvagnanagar,Reeta. A,JD(U),43.0,0.0,2700000.0,,Secondary Education,"S.S.L.C, C.P.Ed, 1977-78",B.B.M.P(North),Retired teacher and Social worker,Govt. School Teacher,"Education / Academia, Social Work / Activism",Education / Academia
2140,Devar Hippargi,Reshamakousar Padekanur,JD(S),29.0,1.0,3739000.0,3600000.0,Secondary Education,"SSLC from Anjuman Girls Composite Junior College, Bijapur in the year 2001",Bijapur,Beauty Parlor,Not Given,Arts / Entertainment,Cound't Classify
2141,Jamkhandi,Ravindra Dhanavant Halingali,IND,62.0,0.0,5110000.0,,Graduates,"B.A.LLB(SPL),june 1975 karnataka university,dharwad and JSS law college,hobli,",Bagalkot,lawyer,house wife,Law / Judiciary,Not Given
2142,Hubli-Dharwad Central,Renuka Sindhe,NCP,33.0,0.0,5479000.0,165000.0,Postgraduates,"Bcom, LLB MA 1991 karnataka university darvad",Dharwad,Lawyer,Not Given,Law / Judiciary,Cound't Classify
2143,Davanagere North,Rizwan Sab H.B,IND,46.0,0.0,65100.0,37000.0,Graduates,"BA ,DR. jakir hussain first grade college ,davanagere,kuvempu university,1996",Davangere,"xerox and milk shop,kannada weekly paper reporter",HOUSE WIFE,Media / Journalism,Not Given
2144,Shivajinagar,Rizwan Asad,JD(U),45.0,0.0,18432800.0,,Graduates,"B.A. Incomplete, Diploma in journalism ,bangalore",B.B.M.P(Central),journalist,house wife,Media / Journalism,Not Given
2145,Kapu,Richard Lobo,IND,50.0,0.0,938000.0,,Unknown,SHIRVE PRE UNIVERCITY,Udupi,farmer,EMPLOYEE,Agriculture / Farming,Cound't Classify
2146,Belgaum Uttar,Renu Suhas Killekar,IND,35.0,0.0,7152000.0,2700000.0,Graduates,"B Sc from G.S.S. College, Belgaum 1994",Belgaum,private business,business,Business / Entrepreneurship,Business / Entrepreneurship
2147,Aurad,Roopchand Rathod,NCP,59.0,0.0,4300000.0,4200000.0,Primary Education,7TH PASS,Bidar,agriculture,HOUSE WIFE,Agriculture / Farming,Not Given
2148,Haveri,Rudrappa Manappa Lamani,INC,54.0,2.0,34282615.0,4256845.0,Unknown,Unknown,Haveri,Not Given,Not Given,Cound't Classify,Cound't Classify
2149,Kapu,Ronald Castelino,IND,46.0,1.0,2058500.0,655000.0,Primary Education,6 TH PASS ST. JONS PRIMARY SCHOOL SHANKARAPURA UDUPI DISTRICT,Udupi,BUSINESS,JOB,Business / Entrepreneurship,Unknown
2150,Belur,Rudresh Gowda. Y. N,INC,57.0,0.0,98673362.0,3520975.0,Postgraduates,"B.Sc, LL.B",Hassan,Agriculture,Agriculture,Agriculture / Farming,Agriculture / Farming
2151,Krishnaraja,S A Ramadas,BJP,56.0,1.0,4177341.0,,Graduates,BA mysore university 1976-77,Mysore,social service,Not Given,Social Work / Activism,Cound't Classify
2152,Saundatti Yellamma,Ravindra Bhupalappa Yaligar,INC,48.0,0.0,19303430.0,660000.0,Secondary Education,10th class,Belgaum,Bussiness Agriculture,House wife,"Business / Entrepreneurship, Agriculture / Farming",Not Given
2153,Ranibennur,Rudresh Ramanna Hadagali,SP,50.0,0.0,3552000.0,162000.0,Graduates,"B.Com, RTS college, Ranebennur, 1982-85",Haveri,business,tailoring,Business / Entrepreneurship,Arts / Entertainment
2154,Harapanahalli,Rudresha K.H.,IND,32.0,0.0,26000.0,,Postgraduates,"LLB,national law college , shivmoga (2005)",Davangere,Lawyer,House wife,Law / Judiciary,Not Given
2155,Rajaji Nagar,Rupa Rani,LSP,45.0,0.0,5935196.0,50440.0,Diploma Holders,"Diploma in Pharmacy 1991, SJRC COLLEGE ,SEHSHADHRIPURAM, BANGALOR-560032",B.B.M.P(Central),PHARMACIST,FREE LANCE INTERIOR DESIGNER,Medicine / Healthcare,Consulting / Advisory
2156,Nargund,S H Shivanagoudar,BSRC,44.0,0.0,27002712.0,2258080.0,Graduates,B. Sc (LLB),Gadag,Agriculture and Real Estate,Agriculture,"Agriculture / Farming, Construction / Real Estate",Agriculture / Farming
2157,Chamarajanagar,S P Sannamadashetty,JD(S),63.0,0.0,2635000.0,600000.0,Graduates,"BSc Yuvaraja College, Mysore (1976-79)",Chamarajnagar,Farmer,HouseWife,Agriculture / Farming,Not Given
2158,Bellary City,S Murali Krishna,BSRC,44.0,1.0,218109555.0,36878947.0,Postgraduates,MBA GULBARG UNIVERSITY GULBARGA,Bellary,BUSINESS,HOUSE WIFE,Business / Entrepreneurship,Not Given
2159,Kollegal,S. Balaraj,KJP,47.0,0.0,11355402.0,1356963.0,Graduates,B.E. (Civil),Chamarajnagar,Agriculture and social service,Business,"Agriculture / Farming, Social Work / Activism",Business / Entrepreneurship
2160,Arkalgud,S Puttaswamy,KJP,61.0,0.0,124935464.0,2816876.0,Postgraduates,"M.A. in 1976 from Mysore University,Mysore",Hassan,"Deputy Commissioner,IAS (Retd.)",Housewife,Politics / Public Service,Education / Academia
2161,Shikaripura,S H Manjunatha,BJP,55.0,0.0,4357347.0,2368000.0,Graduates,B.Com-1978-79 (L.L.B) Banumahya college Mysore,Shimoga,AGRICULTURE,Doctor,Agriculture / Farming,Medicine / Healthcare
2162,Rajaji Nagar,S. Anitha Gowda,BPP,34.0,0.0,250000.0,,Postgraduates,"M Com,Mysore University,2004-05",B.B.M.P(Central),"employed,film actress",Not Given,Arts / Entertainment,Cound't Classify
2163,Krishnarajanagara,S R Mahesh,JD(S),47.0,0.0,370717828.0,113307010.0,Graduates,"B.Sc., D.Pharma",Mysore,Business,Business,Business / Entrepreneurship,Business / Entrepreneurship
2164,Jagalur,S V Ramachandra,KJP,55.0,0.0,36976244.0,10580432.0,Higher Secondary Education,"First PUC at DRM Science College , Davanagere",Davangere,Buisness,House Wife,Business / Entrepreneurship,Cound't Classify
2165,Gulbarga Dakshin,S K Kanta,KJP,73.0,21.0,1010742.0,,Primary Education,"6th Std. Govt. Middle School Asif Gunj, Gulbarga from 1950",Gulbarga,Social Service,House wife,Social Work / Activism,Not Given
2166,Molakalmuru,S. Chandranna,IND,48.0,0.0,2540000.0,300000.0,Graduates,"B.Sc , BEd Kuvempu university",Chitradurga,Not Given,Not Given,Cound't Classify,Cound't Classify
2167,Yelahanka,S R Vishwanath,BJP,50.0,0.0,221864830.0,20900000.0,Graduates,"B.E. Mechannical Engineering, MR Jayram Institute, Shivajinagar",Bangalore Urban,"Agriculturist, Social Service","Agriculturist, Social Service, President of Zilla Parishad","Agriculture / Farming, Social Work / Activism","Agriculture / Farming, Social Work / Activism"
2168,Gadag,S B Sankannavar,KJP,69.0,0.0,70290777.0,,Unknown,Unknown,Gadag,"Agriculture, General Merchant Commission Agent",House Wife,"Agriculture / Farming, Business / Entrepreneurship",Cound't Classify
2169,Kollegal,S. Jayanna,INC,61.0,0.0,14740000.0,2865000.0,Postgraduates,M.A. Year-1978-79,Chamarajnagar,Agriculture,Not Given,Agriculture / Farming,Cound't Classify
2170,Shivajinagar,S. K. Suhail,NPP,40.0,0.0,50000.0,0.0,Secondary Education,10th Incomplete,B.B.M.P(Central),Realtors,House Wife,Construction / Real Estate,Cound't Classify
2171,Hanur,S. Dattesh Kumar,IND,49.0,0.0,49873538.0,6219312.0,Doctorates,"M.A, Ph.D, Mysore University, Mysore, M.A(1989),Ph.D(1999)",Chamarajnagar,Silk goods Retail Market Business,Silk goods Retail Market Business,Business / Entrepreneurship,Business / Entrepreneurship
2172,Mahalakshmi Layout,S. Harish,BJP,45.0,0.0,24245310.0,1112000.0,Diploma Holders,B E Civile BIT Collage Bangalore,B.B.M.P(North),Social Service,Business,Social Work / Activism,Business / Entrepreneurship
2173,Padmanaba Nagar,S. Lakshmi Narayana,IND,40.0,0.0,27971000.0,5250000.0,Primary Education,"vijaya high school,jayanagar,bangalore",B.B.M.P(South),real estate business,house wife,"Construction / Real Estate, Business / Entrepreneurship",Not Given
2174,Kolar,S. Muniyappa,IND,48.0,0.0,13400000.0,2610000.0,Graduates,"BA,bangalore university,govt boys college,kolar1987-88",Kolar,"social worker,agriculture,business",Teacher(private),"Social Work / Activism, Agriculture / Farming, Business / Entrepreneurship",Education / Academia
2175,Chitradurga,S. Mruthyunjayappa,IND,52.0,0.0,7021000.0,,Higher Secondary Education,"2nd PUC,mothiverappa college,davanagere",Chitradurga,agriculter,House wife,Agriculture / Farming,Not Given
2176,Bagepalli,S. N. Subbareddy (Chinnakayalapalli),IND,47.0,0.0,864199071.0,190861001.0,Secondary Education,"SSLC in 1983 from Govt. High School,Gulur Bagepalli Taluk and TCH .Venketesh TCH Training college Marathalli ,Banglore 1986",Chikkaballapur,Hotel Bussiness,Hotel Bussiness,"Hospitality / Tourism, Business / Entrepreneurship","Hospitality / Tourism, Business / Entrepreneurship"
2177,C.V. Raman Nagar,S. Raghu,BJP,43.0,0.0,316420000.0,2500000.0,Diploma Holders,"Diploma In Civil Engineering At Acharya Pata Shala At Bangalore In The Year 1990, And Bachelor Of Civil Engineering At Dayananda Sagar College Bangalore In The Year 1995 With In Bangalore University",B.B.M.P(North),MLA,House Wife,Politics / Public Service,Cound't Classify
2178,Kolar,S. Naga Shekar,IND,40.0,0.0,681971.0,,Graduates,"PUC,PGDCA,govt boys college,kolar1991-92",Kolar,poultry farming,House wife,Agriculture / Farming,Not Given
2179,Chickpet,S. Padmanabha,IND,64.0,0.0,62560000.0,51000000.0,Higher Secondary Education,P.U.C,B.B.M.P(Central),chit fund business,House Wife,Business / Entrepreneurship,Cound't Classify
2180,Bellary City,S. Nazeer Ahamed,IND,57.0,0.0,600000.0,,Unknown,Unknown,Bellary,IRON BUSINESS,HOUSE WIFE,Business / Entrepreneurship,Not Given
2181,Sagar,S. Ramachandra,IND,28.0,0.0,1085000.0,,Graduates,govt college sagar,Shimoga,marketing,Not Given,Business / Entrepreneurship,Cound't Classify
2182,Hirekerur,S. S. Kusagur,IND,37.0,0.0,11709081.0,550000.0,Doctorates,MBBS Ashwini Ayurvedic University Davanagere in 1996-2001,Haveri,Doctor And Agriculture,House Wife,"Medicine / Healthcare, Agriculture / Farming",Cound't Classify
2183,Hanur,S. Puttaraju,BSP,60.0,0.0,5300000.0,390000.0,Secondary Education,"S.S.L.C, M.C.K.C high school, Kollegala",Chamarajnagar,farmer,house wife,Agriculture / Farming,Not Given
2184,Bidar,S. S. Islam,IND,50.0,0.0,,,Unknown,1979,Bidar,Social Service,house wife,Social Work / Activism,Not Given
2185,Kolar Gold Field,S. Rajendiran,RPI,53.0,0.0,5230000.0,,Postgraduates,"M.A. in Economics at Madras University for the year 1981-83 and L.L.B., At Law College, Champion Reefs, K.G.F. for the year 2009-10",Kolar,Advocate,Not Given,Law / Judiciary,Cound't Classify
2186,Rajaji Nagar,S. Shobha,BJD,32.0,0.0,509000.0,,Secondary Education,"SHIVAJINAGAR GIRLS HIGH SCHOOL, bangalore-1997",B.B.M.P(Central),HOUSE WIFE,business,Not Given,Business / Entrepreneurship
2187,Malleshwaram,S. Sathyaprakash,IND,47.0,0.0,830000.0,,Secondary Education,sslc 1983,B.B.M.P(North),taxi Driver,House wife,Transportation / Logistics,Not Given
2188,Molakalmuru,S. Thippeswamy,BSRC,64.0,0.0,13050000.0,100000.0,Graduates,"BA, B.Ed",Chitradurga,Agriculture,Not Given,Agriculture / Farming,Cound't Classify
2189,Malavalli,S. Swamy,IND,54.0,0.0,1166250.0,146000.0,Primary Education,"7th std,govt.higher primary school 1979,Sujjalur",Mandya,agriculture,Agriculture,Agriculture / Farming,Agriculture / Farming
2190,Gauribidanur,S. V. Ashwathanarayana Reddy,JD(S),76.0,0.0,2970000.0,,Literate,7TH,Chikkaballapur,AGRICULTURE AND SOCIAL AWORKER,HOUSE WIFE,"Agriculture / Farming, Social Work / Activism",Not Given
2191,Shanti Nagar,S. Suresh Babu,IND,47.0,0.0,2002000.0,,Literate,"CORPORATION SCHOOL AUSTIN TOWN, BENGALORE",B.B.M.P(Central),social worker,Not Given,Social Work / Activism,Cound't Classify
2192,Kampli,S. Veeresh,JD(S),59.0,0.0,4130000.0,780000.0,Secondary Education,Govetnment school D.Kaggal grama,Bellary,Farmer,HOUSE WIFE,Agriculture / Farming,Not Given
2193,Chamrajpet,S. N. Harish Narayan,IND,37.0,0.0,2186000.0,,Graduates,"B.A., LLB Bangalore Institute of Legal Science 1999",B.B.M.P(Central),ADVOCATE,LECTURER,Law / Judiciary,Education / Academia
2194,Hubli-Dharwad Central,S. S. Patil,KJP,61.0,0.0,1900000.0,627927.0,Graduates,"B.A karnataka univer sity ,dharwad",Dharwad,Agriculture,Housewife,Agriculture / Farming,Education / Academia
2195,Hubli-Dharwad West,S. R. Morey,INC,72.0,0.0,53631023.0,244143.0,Graduates,"B.A,B.Com",Dharwad,Agriculture and Business,Dead,"Agriculture / Farming, Business / Entrepreneurship",Cound't Classify
2196,Melukote,S.Albert,IND,43.0,0.0,95083.0,18000.0,Primary Education,"Nirmala higher primary school,Pandavapura(1981-82)",Mandya,Not Given,Not Given,Cound't Classify,Cound't Classify
2197,Virajpet,S.D.Udaya,IND,48.0,0.0,12405000.0,439000.0,Postgraduates,"MSc(Geography),mysore university,mysore-1988",Kodagu,business,Not Given,Business / Entrepreneurship,Cound't Classify
2198,Hassan,S.A.Ibrahim (Soofi),SDPI,36.0,3.0,110000.0,,Secondary Education,GOVT HIGH SCHOOL SANTEPETE HASAN,Hassan,BUSINESS,house wife,Business / Entrepreneurship,Not Given
2199,Bhadravati,S.B.Shivaji Rao Sindhya,BJP,59.0,0.0,79968000.0,900000.0,Secondary Education,SSLC (69-70),Shimoga,Agriculture,House Wife,Agriculture / Farming,Cound't Classify
2200,Ramanagaram,S.Jayaram,Bharatiya Dr. B.R. Ambedkar Janata Party,53.0,0.0,150000.0,,Secondary Education,"SSLC corporation high school,chamrajpet,bangalore-18,1973",Ramanagaram,Business,house wife,Business / Entrepreneurship,Not Given
2201,K.R.Pura,S.Chandrakala,IND,42.0,0.0,227000.0,42000.0,Graduates,"BA LLB-, Vidya vardhaka college,Mysore University-2008",B.B.M.P(North),Lawyer,private company Clerk,Law / Judiciary,Unknown
2202,Holenarasipur,S.G.Anupama,INC,43.0,0.0,52601000.0,9700000.0,Higher Secondary Education,PUC,Hassan,Agriculturist and Buisness,Not Given,"Agriculture / Farming, Business / Entrepreneurship",Cound't Classify
2203,Davanagere North,S.A.Ravindranatha,BJP,67.0,1.0,61150058.0,3074710.0,Graduates,"Bsc, Karnataka Vishvavidyalaya CollegeDHARWAD",Davangere,FARMER,DIED,Agriculture / Farming,Cound't Classify
2204,Hiriyur,S.H.Kanthraj Huli,BSP,32.0,0.0,715000.0,54000.0,Higher Secondary Education,"Panchaligeshwara pu college,Dharmapur",Chitradurga,Photo Studio,Not Given,"Arts / Entertainment, Media / Journalism",Cound't Classify
2205,Bellary,S. Venugopal,IND,36.0,0.0,502956.0,10000.0,Graduates,"wardla p.u college, bellary",Bellary,saree business,house wife,Business / Entrepreneurship,Not Given
2206,Madhugiri,S.H.Bhaskar (Gowda),IND,47.0,0.0,15875000.0,2500000.0,Diploma Holders,BE SSIT TUMKUR 1988,Tumkur,Ex-airforce officer,house wife,Military / Defense,Not Given
2207,Harihar,S.K. Basavaraja,BSRC,43.0,0.0,2489000.0,1450000.0,Primary Education,GOVT SCHOOL PARIHAR TALUK 1st to 7th class,Davangere,CONTRACTOR SOCIAL SERVICE,HOUSE WIFE,"Business / Entrepreneurship, Social Work / Activism",Not Given
2208,Chitradurga,S.K.Basavarajan,JD(S),50.0,0.0,11714000.0,951200.0,Unknown,MYSORE UNIVERSITY TUMKUR,Chitradurga,SOCIAL SERVICE,BUSSINESS,Social Work / Activism,Business / Entrepreneurship
